"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"html-keyboard-response","53","79219","0.0-5.0-1.16","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","54","80242","0.0-5.0-2.16","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1022","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$80<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12","NOW"
"html-keyboard-response","55","80493","0.0-5.0-3.16","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12",""
"html-keyboard-response","56","80994","0.0-5.0-1.17","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","57","82018","0.0-5.0-2.17","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1023","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1","THEN"
"html-keyboard-response","58","82269","0.0-5.0-3.17","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>1 week</font></div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1",""
"html-keyboard-response","59","82770","0.0-5.0-1.18","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","60","83658","0.0-5.0-2.18","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","887","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12","NOW"
"html-keyboard-response","61","83909","0.0-5.0-3.18","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12",""
"html-keyboard-response","62","84411","0.0-5.0-1.19","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","63","85906","0.0-5.0-2.19","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1495","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br><br>now","$30<br>in<br>2 weeks","0","11","30","2","THEN"
"html-keyboard-response","64","86158","0.0-5.0-3.19","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br><br>now","$30<br>in<br>2 weeks","0","11","30","2",""
"html-keyboard-response","65","86660","0.0-5.0-1.20","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","66","87850","0.0-5.0-2.20","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1190","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3","THEN"
"html-keyboard-response","67","88102","0.0-5.0-3.20","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3",""
"html-keyboard-response","68","88602","0.0-5.0-1.21","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","69","89882","0.0-5.0-2.21","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1279","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33<br><br>now","$80<br>in<br>2 weeks","0","33","80","2","THEN"
"html-keyboard-response","70","90134","0.0-5.0-3.21","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$33<br><br>now","$80<br>in<br>2 weeks","0","33","80","2",""
"html-keyboard-response","71","90635","0.0-5.0-1.22","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","72","91762","0.0-5.0-2.22","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1127","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3","THEN"
"html-keyboard-response","73","92013","0.0-5.0-3.22","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3",""
"html-keyboard-response","74","92514","0.0-5.0-1.23","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","75","93474","0.0-5.0-2.23","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","960","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br><br>now","$55<br>in<br>6 weeks","0","40","55","6","NOW"
"html-keyboard-response","76","93725","0.0-5.0-3.23","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$40<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40<br><br>now","$55<br>in<br>6 weeks","0","40","55","6",""
"html-keyboard-response","77","94226","0.0-5.0-1.24","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","78","95010","0.0-5.0-2.24","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","783","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$31<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br><br>now","$85<br>in<br>1 week","1","31","85","1","THEN"
"html-keyboard-response","79","95261","0.0-5.0-3.24","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='cr'><div class='vertical-center'>$31<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","1","31","85","1",""
"html-keyboard-response","80","95762","0.0-5.0-1.25","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","81","96986","0.0-5.0-2.25","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1223","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$47<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$47<br><br>now","$50<br>in<br>12 weeks","1","47","50","12","NOW"
"html-keyboard-response","82","97237","0.0-5.0-3.25","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$47<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br><br>now","$50<br>in<br>12 weeks","1","47","50","12",""
"html-keyboard-response","83","97739","0.0-5.0-1.26","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","84","98818","0.0-5.0-2.26","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","1078","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$67<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br><br>now","$75<br>in<br>12 weeks","1","67","75","12","NOW"
"html-keyboard-response","85","99070","0.0-5.0-3.26","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br><br>now","$75<br>in<br>12 weeks","1","67","75","12",""
"","","","","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","","fullscreenexit","86","99086","fullscreenexit","","","","","","","","","","",""
"fullscreen","86","100071","0.0-6.0","571144323d47e800096358d9","bdp_td","Sun Mar 26 2023 14:56:56 GMT-0400 (Eastern Daylight Time)","100072","","","","","","","","true","","","","","","","","",""
"html-keyboard-response","87","100572","0.0-7.0","","","","","","null","","","","","","","","null","","","","","","",""
