"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","52","67453","0.0-5.0-2.15","","1683","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1","NOW"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","53","67711","0.0-5.0-3.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$20<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","54","68216","0.0-5.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","55","70199","0.0-5.0-2.16","","1976","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$69<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br><br>now","$85<br>in<br>6 weeks","1","69","85","6","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","56","70457","0.0-5.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$69<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","1","69","85","6",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","57","70960","0.0-5.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","58","72223","0.0-5.0-2.17","","1258","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","59","72481","0.0-5.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","60","72987","0.0-5.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","61","74360","0.0-5.0-2.18","","1370","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br><br>now","$75<br>in<br>6 weeks","0","55","75","6","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","62","74617","0.0-5.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br><br>now","$75<br>in<br>6 weeks","0","55","75","6",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","63","75126","0.0-5.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","64","76231","0.0-5.0-2.19","","1101","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","65","76487","0.0-5.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","66","76993","0.0-5.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","67","78410","0.0-5.0-2.20","","1413","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$19<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6","NOW"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","68","78666","0.0-5.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$19<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","69","79172","0.0-5.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","70","79872","0.0-5.0-2.21","","697","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$80<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","71","80125","0.0-5.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$80<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","72","80632","0.0-5.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","73","82256","0.0-5.0-2.22","","1621","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br><br>now","$30<br>in<br>6 weeks","0","25","30","6","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","74","82513","0.0-5.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br><br>now","$30<br>in<br>6 weeks","0","25","30","6",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","75","83018","0.0-5.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","76","83809","0.0-5.0-2.23","","789","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","77","84065","0.0-5.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","78","84570","0.0-5.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","79","85790","0.0-5.0-2.24","","1217","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","80","86046","0.0-5.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","81","86551","0.0-5.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","82","87588","0.0-5.0-2.25","","1034","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br><br>now","$75<br>in<br>12 weeks","0","67","75","12","THEN"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","83","87843","0.0-5.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br><br>now","$75<br>in<br>12 weeks","0","67","75","12",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","84","88349","0.0-5.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","85","90271","0.0-5.0-2.26","","1919","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$24<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3","NOW"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","html-keyboard-response","86","90528","0.0-5.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$24<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3",""
"blur","87","90748","blurevent","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","","","","","","","2","","","","","","","","","",""
"focus","87","90762","focusevent","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","","","","","","","","","","","","","","","","",""
"fullscreenexit","87","90804","fullscreenexit","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","","","","","","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_td","Sun Mar 26 2023 09:27:28 GMT-0700 (Pacific Daylight Time)","91535","fullscreen","87","91534","0.0-6.0","","","","true","","","","","","","","",""
"","","","","","","","","html-keyboard-response","88","92040","0.0-7.0","","null","","","","null","","","","","","",""
