"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","success","stimulus","key_press","trialtype","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"html-keyboard-response","54","57393","0.0-5.0-2.16","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","781","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1","THEN"
"html-keyboard-response","55","57645","0.0-5.0-3.16","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>1 week</font></div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1",""
"html-keyboard-response","56","58148","0.0-5.0-1.17","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","57","59144","0.0-5.0-2.17","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","993","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$11<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2","THEN"
"html-keyboard-response","58","59396","0.0-5.0-3.17","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$11<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2",""
"html-keyboard-response","59","59899","0.0-5.0-1.18","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","60","61287","0.0-5.0-2.18","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1386","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12","THEN"
"html-keyboard-response","61","61541","0.0-5.0-3.18","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12",""
"html-keyboard-response","62","62043","0.0-5.0-1.19","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","63","63757","0.0-5.0-2.19","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1713","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12","NOW"
"html-keyboard-response","64","64011","0.0-5.0-3.19","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12",""
"html-keyboard-response","65","64513","0.0-5.0-1.20","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","66","65864","0.0-5.0-2.20","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1349","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3","THEN"
"html-keyboard-response","67","66117","0.0-5.0-3.20","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3",""
"html-keyboard-response","68","66620","0.0-5.0-1.21","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","69","68076","0.0-5.0-2.21","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1454","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","NOW"
"html-keyboard-response","70","68329","0.0-5.0-3.21","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
"html-keyboard-response","71","68831","0.0-5.0-1.22","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","72","70254","0.0-5.0-2.22","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1422","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12","NOW"
"html-keyboard-response","73","70508","0.0-5.0-3.22","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12",""
"html-keyboard-response","74","71010","0.0-5.0-1.23","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","75","72160","0.0-5.0-2.23","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1149","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$33<br><br>now","$80<br>in<br>2 weeks","0","33","80","2","THEN"
"html-keyboard-response","76","72411","0.0-5.0-3.23","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$33<br><br>now","$80<br>in<br>2 weeks","0","33","80","2",""
"html-keyboard-response","77","72913","0.0-5.0-1.24","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","78","74136","0.0-5.0-2.24","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1220","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$47<br><br>now","$50<br>in<br>12 weeks","0","47","50","12","NOW"
"html-keyboard-response","79","74389","0.0-5.0-3.24","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$47<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$47<br><br>now","$50<br>in<br>12 weeks","0","47","50","12",""
"html-keyboard-response","80","74892","0.0-5.0-1.25","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","81","75977","0.0-5.0-2.25","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1081","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1","THEN"
"html-keyboard-response","82","76229","0.0-5.0-3.25","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1",""
"html-keyboard-response","83","76732","0.0-5.0-1.26","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","84","77987","0.0-5.0-2.26","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","1253","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$55<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$55<br><br>now","$75<br>in<br>6 weeks","1","55","75","6","THEN"
"html-keyboard-response","85","78240","0.0-5.0-3.26","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$55<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$55<br><br>now","$75<br>in<br>6 weeks","1","55","75","6",""
"fullscreen","86","79241","0.0-6.0","63e51ddb19fccd05514c629c","bdp_td","Tue Mar 28 2023 18:29:54 GMT-0700 (Pacific Daylight Time)","79242","","","true","","","","","","","","","",""
"html-keyboard-response","87","79742","0.0-7.0","","","","","","null","","","null","","","","","","","",""
