"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","52","307506","0.0-5.0-2.15","","","1551","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$47<br><br>now","$50<br>in<br>12 weeks","0","47","50","12","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","53","307768","0.0-5.0-3.15","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$47<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$47<br><br>now","$50<br>in<br>12 weeks","0","47","50","12",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","54","308277","0.0-5.0-1.16","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","55","309447","0.0-5.0-2.16","","","1169","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$80<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","56","309708","0.0-5.0-3.16","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","1","80","85","12",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","57","310215","0.0-5.0-1.17","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","58","313280","0.0-5.0-2.17","","","3065","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","59","313539","0.0-5.0-3.17","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","60","314046","0.0-5.0-1.18","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","61","315404","0.0-5.0-2.18","","","1356","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","62","315660","0.0-5.0-3.18","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","63","316168","0.0-5.0-1.19","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","64","317533","0.0-5.0-2.19","","","1364","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3","THEN"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","65","317785","0.0-5.0-3.19","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$80<br>in<br>3 weeks","0","54","80","3",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","66","318293","0.0-5.0-1.20","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","67","319666","0.0-5.0-2.20","","","1372","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3","THEN"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","68","319922","0.0-5.0-3.20","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","69","320430","0.0-5.0-1.21","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","70","321603","0.0-5.0-2.21","","","1173","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","71","321858","0.0-5.0-3.21","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","72","322366","0.0-5.0-1.22","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","73","326838","0.0-5.0-2.22","","","4472","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","74","327093","0.0-5.0-3.22","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","75","327602","0.0-5.0-1.23","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","76","330912","0.0-5.0-2.23","","","3310","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br><br>now","$75<br>in<br>6 weeks","0","55","75","6","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","77","331176","0.0-5.0-3.23","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br><br>now","$75<br>in<br>6 weeks","0","55","75","6",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","78","331685","0.0-5.0-1.24","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","79","332936","0.0-5.0-2.24","","","1251","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$19<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","80","333195","0.0-5.0-3.24","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$19<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","1","19","25","6",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","81","333705","0.0-5.0-1.25","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","82","336069","0.0-5.0-2.25","","","2364","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","83","336334","0.0-5.0-3.25","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$69<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","84","336840","0.0-5.0-1.26","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","85","337841","0.0-5.0-2.26","","","1000","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","html-keyboard-response","86","338105","0.0-5.0-3.26","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12",""
"fullscreenexit","87","338327","fullscreenexit","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","","","","","","","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_td","Sat Mar 25 2023 19:39:02 GMT-0400 (Eastern Daylight Time)","339119","fullscreen","87","339119","0.0-6.0","","","","true","","","","","","","","",""
"","","","","","","","","html-keyboard-response","88","339628","0.0-7.0","","","null","","","null","","","","","","",""
