"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","52","84490","0.0-5.0-3.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","53","84991","0.0-5.0-1.16","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","54","85569","0.0-5.0-2.16","","576","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br><br>now","$60<br>in<br>3 weeks","0","25","60","3","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","55","85821","0.0-5.0-3.16","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br><br>now","$60<br>in<br>3 weeks","0","25","60","3",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","56","86323","0.0-5.0-1.17","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","57","86885","0.0-5.0-2.17","","562","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$49<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","58","87137","0.0-5.0-3.17","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br><br>now","$60<br>in<br>6 weeks","1","49","60","6",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","59","87638","0.0-5.0-1.18","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","60","88071","0.0-5.0-2.18","","432","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","61","88322","0.0-5.0-3.18","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","62","88824","0.0-5.0-1.19","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","63","89300","0.0-5.0-2.19","","475","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","64","89552","0.0-5.0-3.19","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$27<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","65","90054","0.0-5.0-1.20","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","66","90492","0.0-5.0-2.20","","437","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","67","90744","0.0-5.0-3.20","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","68","91246","0.0-5.0-1.21","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","69","91842","0.0-5.0-2.21","","596","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$67<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br><br>now","$75<br>in<br>12 weeks","1","67","75","12","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","70","92094","0.0-5.0-3.21","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br><br>now","$75<br>in<br>12 weeks","1","67","75","12",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","71","92596","0.0-5.0-1.22","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","72","93221","0.0-5.0-2.22","","624","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$34<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","73","93473","0.0-5.0-3.22","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br><br>now","$35<br>in<br>12 weeks","1","34","35","12",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","74","93974","0.0-5.0-1.23","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","75","94778","0.0-5.0-2.23","","803","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'>$20<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","76","95031","0.0-5.0-3.23","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$20<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","1","20","55","1",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","77","95533","0.0-5.0-1.24","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","78","96331","0.0-5.0-2.24","","797","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$24<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","79","96582","0.0-5.0-3.24","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$24<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","80","97084","0.0-5.0-1.25","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","81","97631","0.0-5.0-2.25","","546","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$15<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","1","15","35","2","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","82","97883","0.0-5.0-3.25","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","1","15","35","2",""
"","","","FIX","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","83","98385","0.0-5.0-1.26","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","84","98866","0.0-5.0-2.26","","481","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$11<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2","NOW"
"","","","offerFB","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","html-keyboard-response","85","99119","0.0-5.0-3.26","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$11<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2",""
"fullscreenexit","86","99143","fullscreenexit","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","","","","","","","","","","","","","","","",""
"","","","","","5efc1d4ee23e2a011ded073e","bdp_td","Sun Apr 09 2023 15:39:45 GMT-0700 (Pacific Daylight Time)","100120","fullscreen","86","100120","0.0-6.0","","","true","","","","","","","","",""
"","","","","","","","","","html-keyboard-response","87","100622","0.0-7.0","","null","","","null","","","","","","",""
