"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","52","62593","0.0-5.0-2.15","","856","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br><br>now","$60<br>in<br>6 weeks","0","49","60","6","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","53","62848","0.0-5.0-3.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br><br>now","$60<br>in<br>6 weeks","0","49","60","6",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","54","63351","0.0-5.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","55","64212","0.0-5.0-2.16","","857","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","56","64469","0.0-5.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","57","64976","0.0-5.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","58","66029","0.0-5.0-2.17","","1052","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","59","66286","0.0-5.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br><br>now","$85<br>in<br>12 weeks","0","80","85","12",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","60","66793","0.0-5.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","61","67842","0.0-5.0-2.18","","1047","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","62","68101","0.0-5.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","63","68609","0.0-5.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","64","69316","0.0-5.0-2.19","","702","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","65","69573","0.0-5.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br><br>now","$85<br>in<br>1 week","0","31","85","1",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","66","70080","0.0-5.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","67","70857","0.0-5.0-2.20","","774","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","68","71113","0.0-5.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$41<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","1","41","75","3",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","69","71621","0.0-5.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","70","72319","0.0-5.0-2.21","","695","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","71","72573","0.0-5.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$33<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br><br>now","$80<br>in<br>2 weeks","1","33","80","2",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","72","73080","0.0-5.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","73","73946","0.0-5.0-2.22","","864","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br><br>now","$75<br>in<br>6 weeks","0","55","75","6","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","74","74203","0.0-5.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br><br>now","$75<br>in<br>6 weeks","0","55","75","6",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","75","74706","0.0-5.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","76","75717","0.0-5.0-2.23","","1008","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","77","75974","0.0-5.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$54<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","1","54","60","12",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","78","76481","0.0-5.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","79","77358","0.0-5.0-2.24","","874","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br><br>now</div></div><div class='cr'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","80","77615","0.0-5.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","0","28","30","12",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","81","78119","0.0-5.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","82","78946","0.0-5.0-2.25","","824","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","83","79202","0.0-5.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","84","79705","0.0-5.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","85","80502","0.0-5.0-2.26","","792","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br><br>now","$60<br>in<br>3 weeks","0","25","60","3","THEN"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","html-keyboard-response","86","80759","0.0-5.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br><br>now","$60<br>in<br>3 weeks","0","25","60","3",""
"blur","87","80990","blurevent","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","","","","","","","2","","","","","","","","","",""
"focus","87","81048","focusevent","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","","","","","","","","","","","","","","","","",""
"fullscreenexit","87","81134","fullscreenexit","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","","","","","","","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_td","Mon Mar 27 2023 15:46:31 GMT-0400 (Eastern Daylight Time)","81767","fullscreen","87","81765","0.0-6.0","","","","true","","","","","","","","",""
"","","","","","","","","html-keyboard-response","88","82272","0.0-7.0","","null","","","","null","","","","","","",""
