"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","52","113512","0.0-5.0-2.15","","","6721","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$40<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br><br>now","$55<br>in<br>6 weeks","1","40","55","6","THEN"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","53","113764","0.0-5.0-3.15","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$40<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40<br><br>now","$55<br>in<br>6 weeks","1","40","55","6",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","54","114266","0.0-5.0-1.16","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","55","115547","0.0-5.0-2.16","","","1280","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'>$35<br>in<br>2 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2","THEN"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","56","115799","0.0-5.0-3.16","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>2 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br><br>now","$35<br>in<br>2 weeks","0","15","35","2",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","57","116300","0.0-5.0-1.17","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","58","117963","0.0-5.0-2.17","","","1660","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3","THEN"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","59","118217","0.0-5.0-3.17","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$25<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br><br>now","$60<br>in<br>3 weeks","1","25","60","3",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","60","118718","0.0-5.0-1.18","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","61","121978","0.0-5.0-2.18","","","3259","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","NOW"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","62","122232","0.0-5.0-3.18","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br><br>now</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","63","122734","0.0-5.0-1.19","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","64","123928","0.0-5.0-2.19","","","1192","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3","THEN"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","65","124182","0.0-5.0-3.19","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$41<br><br>now","$75<br>in<br>3 weeks","0","41","75","3",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","66","124684","0.0-5.0-1.20","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","67","126342","0.0-5.0-2.20","","","1657","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'>$50<br>in<br>3 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3","THEN"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","68","126594","0.0-5.0-3.20","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>in<br>3 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br><br>now","$50<br>in<br>3 weeks","0","27","50","3",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","69","127095","0.0-5.0-1.21","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","70","133129","0.0-5.0-2.21","","","6031","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br><br>now</div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6","NOW"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","71","133383","0.0-5.0-3.21","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$19<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$25<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br><br>now","$25<br>in<br>6 weeks","0","19","25","6",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","72","133885","0.0-5.0-1.22","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","73","138688","0.0-5.0-2.22","","","4802","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6","THEN"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","74","138940","0.0-5.0-3.22","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","0","69","85","6",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","75","139442","0.0-5.0-1.23","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","76","141369","0.0-5.0-2.23","","","1925","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12","NOW"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","77","141622","0.0-5.0-3.23","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$55<br>in<br>12 weeks","0","54","55","12",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","78","142124","0.0-5.0-1.24","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","79","144793","0.0-5.0-2.24","","","2668","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$24<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3","THEN"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","80","145045","0.0-5.0-3.24","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$24<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br><br>now","$35<br>in<br>3 weeks","1","24","35","3",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","81","145548","0.0-5.0-1.25","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","82","147464","0.0-5.0-2.25","","","1915","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12","NOW"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","83","147715","0.0-5.0-3.25","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12",""
"","","","FIX","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","84","148217","0.0-5.0-1.26","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","85","150509","0.0-5.0-2.26","","","2290","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br><br>now</div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12","NOW"
"","","","offerFB","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","html-keyboard-response","86","150762","0.0-5.0-3.26","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br><br>now</font></div></div><div class='cr'><div class='vertical-center'>$80<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br><br>now","$80<br>in<br>12 weeks","0","78","80","12",""
"fullscreenexit","87","151022","fullscreenexit","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","","","","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_td","Sun Mar 26 2023 17:26:58 GMT-0700 (Pacific Daylight Time)","151764","fullscreen","87","151764","0.0-6.0","","","","true","","","","","","","","",""
"","","","","","","","","html-keyboard-response","88","152266","0.0-7.0","","","null","","","null","","","","","","",""
