"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","nowOffer","thenOffer","thenLeft","nowAmt","thenAmt","thenWeeks","chosen"
"html-keyboard-response","53","52151","0.0-5.0-1.16","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","54","52899","0.0-5.0-2.16","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","748","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>2 weeks</div></div><div class='cr'><div class='vertical-center'>$11<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2","THEN"
"html-keyboard-response","55","53155","0.0-5.0-3.16","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>2 weeks</font></div></div><div class='cr'><div class='vertical-center'>$11<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br><br>now","$30<br>in<br>2 weeks","1","11","30","2",""
"html-keyboard-response","56","53658","0.0-5.0-1.17","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","57","54636","0.0-5.0-2.17","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","978","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$40<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br><br>now","$55<br>in<br>6 weeks","1","40","55","6","THEN"
"html-keyboard-response","58","54890","0.0-5.0-3.17","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$40<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40<br><br>now","$55<br>in<br>6 weeks","1","40","55","6",""
"html-keyboard-response","59","55394","0.0-5.0-1.18","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","60","56414","0.0-5.0-2.18","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","1019","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$69<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br><br>now","$85<br>in<br>6 weeks","1","69","85","6","THEN"
"html-keyboard-response","61","56666","0.0-5.0-3.18","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$69<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br><br>now","$85<br>in<br>6 weeks","1","69","85","6",""
"html-keyboard-response","62","57170","0.0-5.0-1.19","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","63","58101","0.0-5.0-2.19","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","931","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>3 weeks</div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3","THEN"
"html-keyboard-response","64","58357","0.0-5.0-3.19","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>3 weeks</font></div></div><div class='cr'><div class='vertical-center'>$14<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br><br>now","$25<br>in<br>3 weeks","1","14","25","3",""
"html-keyboard-response","65","58862","0.0-5.0-1.20","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","66","59704","0.0-5.0-2.20","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","842","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>in<br>6 weeks</div></div><div class='cr'><div class='vertical-center'>$55<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br><br>now","$75<br>in<br>6 weeks","1","55","75","6","THEN"
"html-keyboard-response","67","59955","0.0-5.0-3.20","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>6 weeks</font></div></div><div class='cr'><div class='vertical-center'>$55<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br><br>now","$75<br>in<br>6 weeks","1","55","75","6",""
"html-keyboard-response","68","60459","0.0-5.0-1.21","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","69","61402","0.0-5.0-2.21","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","943","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br><br>now</div></div><div class='cr'><div class='vertical-center'>$75<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br><br>now","$75<br>in<br>12 weeks","0","67","75","12","THEN"
"html-keyboard-response","70","61659","0.0-5.0-3.21","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br><br>now","$75<br>in<br>12 weeks","0","67","75","12",""
"html-keyboard-response","71","62165","0.0-5.0-1.22","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","72","63052","0.0-5.0-2.22","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","886","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>12 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12","THEN"
"html-keyboard-response","73","63306","0.0-5.0-3.22","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>12 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br><br>now","$60<br>in<br>12 weeks","0","54","60","12",""
"html-keyboard-response","74","63812","0.0-5.0-1.23","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","75","64748","0.0-5.0-2.23","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","935","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12","THEN"
"html-keyboard-response","76","65004","0.0-5.0-3.23","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$22<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22<br><br>now","$25<br>in<br>12 weeks","1","22","25","12",""
"html-keyboard-response","77","65510","0.0-5.0-1.24","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","78","66443","0.0-5.0-2.24","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","933","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br><br>now</div></div><div class='cr'><div class='vertical-center'>$60<br>in<br>6 weeks</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br><br>now","$60<br>in<br>6 weeks","0","49","60","6","THEN"
"html-keyboard-response","79","66699","0.0-5.0-3.24","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>in<br>6 weeks</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br><br>now","$60<br>in<br>6 weeks","0","49","60","6",""
"html-keyboard-response","80","67205","0.0-5.0-1.25","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","81","68152","0.0-5.0-2.25","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","946","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'>$55<br>in<br>1 week</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1","THEN"
"html-keyboard-response","82","68407","0.0-5.0-3.25","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br><br>now</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>in<br>1 week</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br><br>now","$55<br>in<br>1 week","0","20","55","1",""
"html-keyboard-response","83","68912","0.0-5.0-1.26","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","84","70122","0.0-5.0-2.26","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offer","","1208","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>in<br>12 weeks</div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12","THEN"
"html-keyboard-response","85","70378","0.0-5.0-3.26","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","offerFB","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>in<br>12 weeks</font></div></div><div class='cr'><div class='vertical-center'>$28<br><br>now</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br><br>now","$30<br>in<br>12 weeks","1","28","30","12",""
"","","","","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","fullscreenexit","86","70622","fullscreenexit","","","","","","","","","","","",""
"fullscreen","86","71384","0.0-6.0","63d80b500adef5b476e289a7","bdp_td","Tue Mar 28 2023 13:30:05 GMT-0400 (Eastern Daylight Time)","71385","","","","","","","true","","","","","","","","",""
"html-keyboard-response","87","71887","0.0-7.0","","","","","","","","","","null","","","null","","","","","","",""
