"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","122","106076","0.0-18.0-2.8","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","58","9"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","123","107077","0.0-18.0-3.8","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","58","9"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","124","107102","0.0-18.0-1.9","","25","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","63","10"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","125","107353","0.0-18.0-2.9","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","58","10"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","126","108355","0.0-18.0-3.9","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","58","10"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","127","108398","0.0-18.0-1.10","","42","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","63","11"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","128","108650","0.0-18.0-2.10","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","58","11"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","129","109651","0.0-18.0-3.10","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","68","11"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","130","109689","0.0-18.0-1.11","","38","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","3","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","73","12"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","131","109941","0.0-18.0-2.11","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","3","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","68","12"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","132","110941","0.0-18.0-3.11","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","68","12"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","133","111020","0.0-18.0-1.12","","78","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","73","13"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","134","111271","0.0-18.0-2.12","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","68","13"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","135","112273","0.0-18.0-3.12","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","68","13"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","136","112456","0.0-18.0-1.13","","183","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","73","14"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","137","112708","0.0-18.0-2.13","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","68","14"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","138","113709","0.0-18.0-3.13","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","78","14"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","139","113723","0.0-18.0-1.14","","14","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","83","15"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","140","113975","0.0-18.0-2.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","78","15"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","141","114976","0.0-18.0-3.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","88","15"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","142","115067","0.0-18.0-1.15","","91","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","93","16"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","143","115318","0.0-18.0-2.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","88","16"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","144","116320","0.0-18.0-3.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","88","16"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","145","116381","0.0-18.0-1.16","","61","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","5","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","93","17"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","146","116631","0.0-18.0-2.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","5","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","88","17"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","147","117634","0.0-18.0-3.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Joseph","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","98","17"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","148","117715","0.0-18.0-1.17","","81","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","5","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","103","18"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","149","117966","0.0-18.0-2.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","5","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","98","18"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","150","118969","0.0-18.0-3.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","108","18"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","151","119021","0.0-18.0-1.18","","52","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","5","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","113","19"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","152","119273","0.0-18.0-2.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","5","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","108","19"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","153","120274","0.0-18.0-3.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","108","19"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","154","120363","0.0-18.0-1.19","","89","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","5","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","113","20"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","155","120614","0.0-18.0-2.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","5","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","108","20"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","156","121614","0.0-18.0-3.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","108","20"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","157","121662","0.0-18.0-1.20","","48","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","113","21"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","158","121912","0.0-18.0-2.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","108","21"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","159","122915","0.0-18.0-3.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Richard","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","11","0.8","118","21"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","160","122957","0.0-18.0-1.21","","42","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","123","22"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","161","123208","0.0-18.0-2.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","118","22"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","162","124208","0.0-18.0-3.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Sean","trustrating_stim/white_mw035.bmp","Kept","0.6,0.2","14","0.6","118","22"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","163","124247","0.0-18.0-1.22","","38","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","123","23"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","164","124498","0.0-18.0-2.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","118","23"
"","","","feedback","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","165","125500","0.0-18.0-3.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.2,0.6","10","0.2","118","23"
"","","","decision","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","166","125562","0.0-18.0-1.23","","61","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","123","24"
"","","","decisionFB","dfghdfgh","bdp_trlrn","Tue Oct 05 2021 13:21:44 GMT-0400 (Eastern Daylight Time)","255085","Untrustworthy,Trustworthy","html-keyboard-response","167","125812","0.0-18.0-2.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Joseph","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","118","24"
