"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","54","57087","0.0-5.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","55","58557","0.0-5.0-2.16","","1468","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$33","0","1","33","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","56","58814","0.0-5.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$33<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$33","0","1","33",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","57","59321","0.0-5.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","58","60350","0.0-5.0-2.17","","1028","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$39<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$18","$39","0","18","39","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","59","60603","0.0-5.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$39<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$18","$39","0","18","39",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","60","61106","0.0-5.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","61","61675","0.0-5.0-2.18","","566","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$38<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$16","$38","0","16","38","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","62","61932","0.0-5.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$38<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$16","$38","0","16","38",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","63","62437","0.0-5.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","64","64038","0.0-5.0-2.19","","1596","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14","$29","1","14","29","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","65","64295","0.0-5.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$29<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14","$29","1","14","29",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","66","64802","0.0-5.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","67","65482","0.0-5.0-2.20","","679","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$8","$45","1","8","45","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","68","65739","0.0-5.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$45<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$8","$45","1","8","45",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","69","66247","0.0-5.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","70","66751","0.0-5.0-2.21","","502","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$13","1","6","13","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","71","67008","0.0-5.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$13<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$13","1","6","13",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","72","67511","0.0-5.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","73","68191","0.0-5.0-2.22","","674","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$32","0","9","32","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","74","68448","0.0-5.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$32<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$32","0","9","32",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","75","68956","0.0-5.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","76","70011","0.0-5.0-2.23","","1052","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$18","$36","0","18","36","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","77","70269","0.0-5.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$36<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$18","$36","0","18","36",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","78","70775","0.0-5.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","79","71548","0.0-5.0-2.24","","768","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$21","0","2","21","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","80","71805","0.0-5.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$21<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$21","0","2","21",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","81","72312","0.0-5.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","82","73317","0.0-5.0-2.25","","1002","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$21","$25","1","21","25","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","83","73575","0.0-5.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$21","$25","1","21","25",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","84","74081","0.0-5.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","85","77290","0.0-5.0-2.26","","3205","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20","$80","1","20","80","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","86","77547","0.0-5.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20","$80","1","20","80",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","87","78054","0.0-5.0-1.27","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","88","79057","0.0-5.0-2.27","","1001","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$45","$86","1","45","86","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","89","79313","0.0-5.0-3.27","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$86<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$45","$86","1","45","86",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","90","79820","0.0-5.0-1.28","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","91","80830","0.0-5.0-2.28","","1008","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$89<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28","$89","1","28","89","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","92","81089","0.0-5.0-3.28","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$89<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28","$89","1","28","89",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","93","81592","0.0-5.0-1.29","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","94","83322","0.0-5.0-2.29","","1729","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$62<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11","$62","0","11","62","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","95","83577","0.0-5.0-3.29","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$62<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11","$62","0","11","62",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","96","84084","0.0-5.0-1.30","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","97","84781","0.0-5.0-2.30","","695","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25","$54","0","25","54","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","98","85038","0.0-5.0-3.30","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25","$54","0","25","54",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","99","85544","0.0-5.0-1.31","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","100","86230","0.0-5.0-2.31","","681","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$22","0","14","22","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","101","86487","0.0-5.0-3.31","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$22","0","14","22",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","102","86993","0.0-5.0-1.32","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","103","88185","0.0-5.0-2.32","","1188","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$35","1","12","35","RISKY"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","104","88441","0.0-5.0-3.32","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$35","1","12","35",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","105","88948","0.0-5.0-1.33","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_rd","Mon Mar 27 2023 15:47:56 GMT-0400 (Eastern Daylight Time)","147181","html-keyboard-response","106","89950","0.0-5.0-2.33","","999","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$26<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11","$26","1","11","26","RISKY"
