"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","55","54991","0.0-5.0-2.16","","506","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$70<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24","$70","1","24","70","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","56","55248","0.0-5.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$70<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$24<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24","$70","1","24","70",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","57","55753","0.0-5.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","58","56264","0.0-5.0-2.17","","510","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$39<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$18","$39","0","18","39","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","59","56517","0.0-5.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$18<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$39<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$18","$39","0","18","39",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","60","57021","0.0-5.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","61","57575","0.0-5.0-2.18","","553","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$26<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11","$26","0","11","26","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","62","57829","0.0-5.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$11<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$26<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11","$26","0","11","26",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","63","58336","0.0-5.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","64","58870","0.0-5.0-2.19","","534","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27","$47","0","27","47","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","65","59122","0.0-5.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$27<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27","$47","0","27","47",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","66","59623","0.0-5.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","67","60100","0.0-5.0-2.20","","476","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$34","0","15","34","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","68","60357","0.0-5.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$34","0","15","34",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","69","60862","0.0-5.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","70","61340","0.0-5.0-2.21","","478","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$39","$81","0","39","81","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","71","61596","0.0-5.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$39<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$39","$81","0","39","81",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","72","62101","0.0-5.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","73","62787","0.0-5.0-2.22","","686","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$13","$24","1","13","24","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","74","63044","0.0-5.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$13<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$13","$24","1","13","24",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","75","63549","0.0-5.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","76","64129","0.0-5.0-2.23","","579","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$51<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19","$51","1","19","51","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","77","64385","0.0-5.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$51<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$19<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19","$51","1","19","51",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","78","64890","0.0-5.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","79","65388","0.0-5.0-2.24","","498","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$19","0","10","19","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","80","65640","0.0-5.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$10<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$19","0","10","19",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","81","66144","0.0-5.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","82","66584","0.0-5.0-2.25","","438","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$21","$25","0","21","25","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","83","66841","0.0-5.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$21<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$21","$25","0","21","25",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","84","67344","0.0-5.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","85","67917","0.0-5.0-2.26","","572","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$4","$11","1","4","11","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","86","68171","0.0-5.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$4<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$4","$11","1","4","11",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","87","68677","0.0-5.0-1.27","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","88","69174","0.0-5.0-2.27","","494","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$9","$18","0","9","18","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","89","69430","0.0-5.0-3.27","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$9","$18","0","9","18",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","90","69932","0.0-5.0-1.28","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","91","70534","0.0-5.0-2.28","","601","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22","$59","0","22","59","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","92","70790","0.0-5.0-3.28","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22","$59","0","22","59",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","93","71291","0.0-5.0-1.29","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","94","71895","0.0-5.0-2.29","","603","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$13","$41","1","13","41","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","95","72152","0.0-5.0-3.29","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$13<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$13","$41","1","13","41",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","96","72656","0.0-5.0-1.30","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","97","73376","0.0-5.0-2.30","","719","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$33","1","1","33","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","98","73634","0.0-5.0-3.30","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$1<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$33","1","1","33",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","99","74139","0.0-5.0-1.31","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","100","74757","0.0-5.0-2.31","","616","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$50","1","5","50","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","101","75013","0.0-5.0-3.31","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$5<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$50","1","5","50",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","102","75520","0.0-5.0-1.32","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","103","76023","0.0-5.0-2.32","","503","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$18","$36","0","18","36","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","104","76276","0.0-5.0-3.32","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$18<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$18","$36","0","18","36",""
"","","","FIX","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","105","76781","0.0-5.0-1.33","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","106","77319","0.0-5.0-2.33","","538","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40","$95","0","40","95","SURE"
"","","","offerFB","63d80b500adef5b476e289a8","bdp_rd","Tue Mar 28 2023 13:31:28 GMT-0400 (Eastern Daylight Time)","112593","html-keyboard-response","107","77572","0.0-5.0-3.33","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$95<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40","$95","0","40","95",""
