"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","54","46219","0.0-5.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","55","48110","0.0-5.0-2.16","","1890","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$13","$41","1","13","41","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","56","48364","0.0-5.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$13<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$13","$41","1","13","41",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","57","48869","0.0-5.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","58","49484","0.0-5.0-2.17","","614","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$17","$43","1","17","43","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","59","49741","0.0-5.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$17<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$17","$43","1","17","43",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","60","50244","0.0-5.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","61","51980","0.0-5.0-2.18","","1735","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$12","0","3","12","RISKY"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","62","52237","0.0-5.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$12<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$12","0","3","12",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","63","52744","0.0-5.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","64","53872","0.0-5.0-2.19","","1125","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$4","$11","0","4","11","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","65","54130","0.0-5.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$4<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$11<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$4","$11","0","4","11",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","66","54632","0.0-5.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","67","55918","0.0-5.0-2.20","","1283","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22","$59","0","22","59","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","68","56175","0.0-5.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22","$59","0","22","59",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","69","56682","0.0-5.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","70","57832","0.0-5.0-2.21","","1149","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$9","$32","0","9","32","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","71","58088","0.0-5.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$32<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$9","$32","0","9","32",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","72","58594","0.0-5.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","73","59184","0.0-5.0-2.22","","589","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14","$22","0","14","22","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","74","59441","0.0-5.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14","$22","0","14","22",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","75","59947","0.0-5.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","76","60064","0.0-5.0-2.23","","114","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14","$29","0","14","29","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","77","60321","0.0-5.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14","$29","0","14","29",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","78","60826","0.0-5.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","79","61927","0.0-5.0-2.24","","1098","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$21","0","2","21","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","80","62180","0.0-5.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$2<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$21","0","2","21",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","81","62687","0.0-5.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","82","64378","0.0-5.0-2.25","","1689","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$39<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$18","$39","0","18","39","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","83","64633","0.0-5.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$18<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$39<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$18","$39","0","18","39",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","84","65136","0.0-5.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","85","66946","0.0-5.0-2.26","","1804","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$42","$73","1","42","73","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","86","67206","0.0-5.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$42<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$42","$73","1","42","73",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","87","67715","0.0-5.0-1.27","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","88","69013","0.0-5.0-2.27","","1295","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$14<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$4","$14","0","4","14","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","89","69270","0.0-5.0-3.27","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$4<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$14<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$4","$14","0","4","14",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","90","69777","0.0-5.0-1.28","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","91","70971","0.0-5.0-2.28","","1189","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$31","0","15","31","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","92","71224","0.0-5.0-3.28","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$31","0","15","31",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","93","71729","0.0-5.0-1.29","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","94","72772","0.0-5.0-2.29","","1040","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$89<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28","$89","1","28","89","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","95","73030","0.0-5.0-3.29","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$89<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28","$89","1","28","89",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","96","73538","0.0-5.0-1.30","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","97","74190","0.0-5.0-2.30","","650","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$53<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$53","$98","1","53","98","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","98","74446","0.0-5.0-3.30","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$53<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$53","$98","1","53","98",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","99","74952","0.0-5.0-1.31","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","100","75528","0.0-5.0-2.31","","573","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$9","$18","1","9","18","SURE"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","101","75785","0.0-5.0-3.31","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$9<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$9","$18","1","9","18",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","102","76290","0.0-5.0-1.32","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","103","77518","0.0-5.0-2.32","","1225","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$30","0","1","30","RISKY"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","104","77775","0.0-5.0-3.32","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$30","0","1","30",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","105","78280","0.0-5.0-1.33","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_rd","Sun Mar 26 2023 09:30:41 GMT-0700 (Pacific Daylight Time)","123938","html-keyboard-response","106","80331","0.0-5.0-2.33","","2047","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$29","$46","0","29","46","SURE"
