"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","103","203470","0.0-5.0-3.32","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$43<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$17","$43","1","17","43",""
"html-keyboard-response","104","203974","0.0-5.0-1.33","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","105","206027","0.0-5.0-2.33","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2050","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$25<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$21","$25","0","21","25","RISKY"
"html-keyboard-response","106","206281","0.0-5.0-3.33","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$21<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$21","$25","0","21","25",""
"html-keyboard-response","107","206785","0.0-5.0-1.34","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","108","208481","0.0-5.0-2.34","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1692","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$89<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28","$89","0","28","89","RISKY"
"html-keyboard-response","109","208735","0.0-5.0-3.34","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$89<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28","$89","0","28","89",""
"html-keyboard-response","110","209238","0.0-5.0-1.35","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","111","210527","0.0-5.0-2.35","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1286","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$39","$81","0","39","81","RISKY"
"html-keyboard-response","112","210781","0.0-5.0-3.35","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$39","$81","0","39","81",""
"html-keyboard-response","113","211285","0.0-5.0-1.36","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","114","213588","0.0-5.0-2.36","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2300","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$15","0","6","15","SURE"
"html-keyboard-response","115","213842","0.0-5.0-3.36","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$15","0","6","15",""
"html-keyboard-response","116","214346","0.0-5.0-1.37","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","117","215972","0.0-5.0-2.37","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1624","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$70<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24","$70","1","24","70","RISKY"
"html-keyboard-response","118","216227","0.0-5.0-3.37","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$70<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24","$70","1","24","70",""
"html-keyboard-response","119","216731","0.0-5.0-1.38","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","120","219099","0.0-5.0-2.38","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2366","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$12","$27","1","12","27","SURE"
"html-keyboard-response","121","219354","0.0-5.0-3.38","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$12<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$12","$27","1","12","27",""
"html-keyboard-response","122","219857","0.0-5.0-1.39","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","123","221754","0.0-5.0-2.39","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1893","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15","$34","1","15","34","SURE"
"html-keyboard-response","124","222008","0.0-5.0-3.39","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15","$34","1","15","34",""
"html-keyboard-response","125","222512","0.0-5.0-1.40","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","126","224341","0.0-5.0-2.40","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1826","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$13","1","6","13","RISKY"
"html-keyboard-response","127","224595","0.0-5.0-3.40","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$13<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$13","1","6","13",""
"html-keyboard-response","128","225099","0.0-5.0-1.41","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","129","226609","0.0-5.0-2.41","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1507","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$86<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$45","$86","0","45","86","RISKY"
"html-keyboard-response","130","226863","0.0-5.0-3.41","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$86<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$45","$86","0","45","86",""
"html-keyboard-response","131","227366","0.0-5.0-1.42","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","132","229000","0.0-5.0-2.42","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1632","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$30","0","1","30","RISKY"
"html-keyboard-response","133","229254","0.0-5.0-3.42","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$30","0","1","30",""
"html-keyboard-response","134","229758","0.0-5.0-1.43","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","135","230836","0.0-5.0-2.43","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1076","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25","$54","1","25","54","RISKY"
"html-keyboard-response","136","231090","0.0-5.0-3.43","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25","$54","1","25","54",""
"html-keyboard-response","137","231593","0.0-5.0-1.44","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","138","233635","0.0-5.0-2.44","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2039","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15","$31","0","15","31","SURE"
"html-keyboard-response","139","233889","0.0-5.0-3.44","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15","$31","0","15","31",""
"html-keyboard-response","140","234393","0.0-5.0-1.45","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","141","236830","0.0-5.0-2.45","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","2434","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$3","$12","0","3","12","RISKY"
"html-keyboard-response","142","237084","0.0-5.0-3.45","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$12<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$3","$12","0","3","12",""
"html-keyboard-response","143","237588","0.0-5.0-1.46","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","144","238900","0.0-5.0-2.46","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1310","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$2","$64","1","2","64","RISKY"
"html-keyboard-response","145","239154","0.0-5.0-3.46","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$64<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$2","$64","1","2","64",""
"html-keyboard-response","146","239658","0.0-5.0-1.47","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","147","241374","0.0-5.0-2.47","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1713","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$68<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$30","$68","0","30","68","RISKY"
"html-keyboard-response","148","241628","0.0-5.0-3.47","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$68<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$30","$68","0","30","68",""
"html-keyboard-response","149","242131","0.0-5.0-1.48","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","150","243197","0.0-5.0-2.48","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1063","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$5","$50","1","5","50","RISKY"
"html-keyboard-response","151","243451","0.0-5.0-3.48","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$5","$50","1","5","50",""
"html-keyboard-response","152","243955","0.0-5.0-1.49","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","153","245067","0.0-5.0-2.49","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","1109","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27","$47","1","27","47","RISKY"
"html-keyboard-response","154","245322","0.0-5.0-3.49","6362aca86b740b1ec4cb6efb","bdp_rd","Mon Mar 27 2023 16:46:57 GMT-0400 (Eastern Daylight Time)","273595","","null","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$47<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27","$47","1","27","47",""
