"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","57","142333","0.0-5.0-3.17","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$58<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$58","$69","1","58","69",""
"html-keyboard-response","58","142837","0.0-5.0-1.18","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","59","144670","0.0-5.0-2.18","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1832","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$100<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$63<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$63","$100","1","63","10","SURE"
"html-keyboard-response","60","144925","0.0-5.0-3.18","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$100<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$63<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$63","$100","1","63","10",""
"html-keyboard-response","61","145429","0.0-5.0-1.19","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","62","146390","0.0-5.0-2.19","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","960","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$7","$10","1","7","10","RISKY"
"html-keyboard-response","63","146645","0.0-5.0-3.19","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$10<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$7<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$7","$10","1","7","10",""
"html-keyboard-response","64","147149","0.0-5.0-1.20","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","65","151671","0.0-5.0-2.20","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","4521","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27","$47","1","27","47","SURE"
"html-keyboard-response","66","151925","0.0-5.0-3.20","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$27<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27","$47","1","27","47",""
"html-keyboard-response","67","152429","0.0-5.0-1.21","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","68","154072","0.0-5.0-2.21","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1643","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$23<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$8","$23","0","8","23","RISKY"
"html-keyboard-response","69","154326","0.0-5.0-3.21","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$23<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$8","$23","0","8","23",""
"html-keyboard-response","70","154830","0.0-5.0-1.22","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","71","156633","0.0-5.0-2.22","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1803","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14","$22","0","14","22","SURE"
"html-keyboard-response","72","156885","0.0-5.0-3.22","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14","$22","0","14","22",""
"html-keyboard-response","73","157389","0.0-5.0-1.23","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","74","158765","0.0-5.0-2.23","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1376","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34","$48","1","34","48","SURE"
"html-keyboard-response","75","159021","0.0-5.0-3.23","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34","$48","1","34","48",""
"html-keyboard-response","76","159525","0.0-5.0-1.24","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","77","161014","0.0-5.0-2.24","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1489","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$13<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$13","$24","0","13","24","SURE"
"html-keyboard-response","78","161269","0.0-5.0-3.24","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$13<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$24<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$13","$24","0","13","24",""
"html-keyboard-response","79","161772","0.0-5.0-1.25","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","80","163801","0.0-5.0-2.25","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","2028","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$39","$81","0","39","81","RISKY"
"html-keyboard-response","81","164053","0.0-5.0-3.25","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$39","$81","0","39","81",""
"html-keyboard-response","82","164557","0.0-5.0-1.26","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","83","166269","0.0-5.0-2.26","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1711","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$37","$44","0","37","44","SURE"
"html-keyboard-response","84","166525","0.0-5.0-3.26","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$37","$44","0","37","44",""
"html-keyboard-response","85","167029","0.0-5.0-1.27","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","86","167715","0.0-5.0-2.27","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","686","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$64<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$64","0","2","64","RISKY"
"html-keyboard-response","87","167973","0.0-5.0-3.27","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$64<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$64","0","2","64",""
"html-keyboard-response","88","168476","0.0-5.0-1.28","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","89","170950","0.0-5.0-2.28","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","2472","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$35","1","12","35","RISKY"
"html-keyboard-response","90","171205","0.0-5.0-3.28","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$35","1","12","35",""
"html-keyboard-response","91","171710","0.0-5.0-1.29","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","92","172829","0.0-5.0-2.29","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1119","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$50","0","5","50","RISKY"
"html-keyboard-response","93","173086","0.0-5.0-3.29","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$50","0","5","50",""
"html-keyboard-response","94","173590","0.0-5.0-1.30","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","95","174616","0.0-5.0-2.30","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1025","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$33<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$1","$33","0","1","33","RISKY"
"html-keyboard-response","96","174869","0.0-5.0-3.30","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$33<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$1","$33","0","1","33",""
"html-keyboard-response","97","175373","0.0-5.0-1.31","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","98","176751","0.0-5.0-2.31","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1377","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$45<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$8","$45","1","8","45","RISKY"
"html-keyboard-response","99","177005","0.0-5.0-3.31","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$45<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$8<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$8","$45","1","8","45",""
"html-keyboard-response","100","177510","0.0-5.0-1.32","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","101","181215","0.0-5.0-2.32","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","3705","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$42<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22","$42","0","22","42","RISKY"
"html-keyboard-response","102","181469","0.0-5.0-3.32","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$42<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22","$42","0","22","42",""
"html-keyboard-response","103","181974","0.0-5.0-1.33","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","104","182874","0.0-5.0-2.33","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","900","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$4","$14","1","4","14","RISKY"
"html-keyboard-response","105","183126","0.0-5.0-3.33","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$4<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$4","$14","1","4","14",""
"html-keyboard-response","106","183630","0.0-5.0-1.34","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","107","184526","0.0-5.0-2.34","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","895","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$53<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$98<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$53","$98","0","53","98","RISKY"
"html-keyboard-response","108","184781","0.0-5.0-3.34","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$53<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$98<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$53","$98","0","53","98",""
"html-keyboard-response","109","185285","0.0-5.0-1.35","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","110","186292","0.0-5.0-2.35","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1006","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$40","1","10","40","RISKY"
"html-keyboard-response","111","186550","0.0-5.0-3.35","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$40<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$40","1","10","40",""
