"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","54","83684","0.0-5.0-2.16","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1698","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$42<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22","$42","0","22","42","SURE"
"html-keyboard-response","55","83938","0.0-5.0-3.16","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$42<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22","$42","0","22","42",""
"html-keyboard-response","56","84440","0.0-5.0-1.17","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","57","88082","0.0-5.0-2.17","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","3639","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$40<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$40","0","10","40","SURE"
"html-keyboard-response","58","88334","0.0-5.0-3.17","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$10<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$40<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$40","0","10","40",""
"html-keyboard-response","59","88837","0.0-5.0-1.18","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","60","90398","0.0-5.0-2.18","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1559","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$42","$73","0","42","73","RISKY"
"html-keyboard-response","61","90651","0.0-5.0-3.18","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$73<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$42","$73","0","42","73",""
"html-keyboard-response","62","91154","0.0-5.0-1.19","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","63","92882","0.0-5.0-2.19","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1725","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$17","$43","1","17","43","RISKY"
"html-keyboard-response","64","93134","0.0-5.0-3.19","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$43<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$17","$43","1","17","43",""
"html-keyboard-response","65","93637","0.0-5.0-1.20","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","66","94555","0.0-5.0-2.20","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","916","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$16<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$16","$28","1","16","28","SURE"
"html-keyboard-response","67","94811","0.0-5.0-3.20","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$16<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$16","$28","1","16","28",""
"html-keyboard-response","68","95313","0.0-5.0-1.21","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","69","96667","0.0-5.0-2.21","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1352","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$12<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$3","$12","1","3","12","RISKY"
"html-keyboard-response","70","96921","0.0-5.0-3.21","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$12<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$3","$12","1","3","12",""
"html-keyboard-response","71","97423","0.0-5.0-1.22","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","72","98765","0.0-5.0-2.22","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1336","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$81<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$39","$81","0","39","81","RISKY"
"html-keyboard-response","73","99018","0.0-5.0-3.22","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$39<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$81<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$39","$81","0","39","81",""
"html-keyboard-response","74","99521","0.0-5.0-1.23","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","75","101140","0.0-5.0-2.23","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1617","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14","$29","0","14","29","SURE"
"html-keyboard-response","76","101394","0.0-5.0-3.23","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$29<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14","$29","0","14","29",""
"html-keyboard-response","77","101896","0.0-5.0-1.24","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","78","103077","0.0-5.0-2.24","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1179","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$29<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$29","$46","0","29","46","SURE"
"html-keyboard-response","79","103330","0.0-5.0-3.24","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$29<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$46<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$29","$46","0","29","46",""
"html-keyboard-response","80","103832","0.0-5.0-1.25","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","81","104873","0.0-5.0-2.25","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1038","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34","$48","0","34","48","SURE"
"html-keyboard-response","82","105129","0.0-5.0-3.25","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$48<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34","$48","0","34","48",""
"html-keyboard-response","83","105632","0.0-5.0-1.26","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","84","106693","0.0-5.0-2.26","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1059","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$12","$35","1","12","35","RISKY"
"html-keyboard-response","85","106947","0.0-5.0-3.26","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$12<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$12","$35","1","12","35",""
"html-keyboard-response","86","107449","0.0-5.0-1.27","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","87","108743","0.0-5.0-2.27","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1292","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$22<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14","$22","0","14","22","RISKY"
"html-keyboard-response","88","108996","0.0-5.0-3.27","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14","$22","0","14","22",""
"html-keyboard-response","89","109498","0.0-5.0-1.28","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","90","110756","0.0-5.0-2.28","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1257","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$37<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$37","$44","1","37","44","SURE"
"html-keyboard-response","91","111009","0.0-5.0-3.28","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$37","$44","1","37","44",""
"html-keyboard-response","92","111511","0.0-5.0-1.29","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","93","113362","0.0-5.0-2.29","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1848","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$16","1","5","16","SURE"
"html-keyboard-response","94","113616","0.0-5.0-3.29","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$16<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$5<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$16","1","5","16",""
"html-keyboard-response","95","114119","0.0-5.0-1.30","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","96","115179","0.0-5.0-2.30","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1059","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$13","0","6","13","SURE"
"html-keyboard-response","97","115432","0.0-5.0-3.30","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$6<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$13<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$6","$13","0","6","13",""
"html-keyboard-response","98","115934","0.0-5.0-1.31","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","99","116910","0.0-5.0-2.31","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","974","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$78<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31","$78","0","31","78","RISKY"
"html-keyboard-response","100","117163","0.0-5.0-3.31","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31","$78","0","31","78",""
"html-keyboard-response","101","117665","0.0-5.0-1.32","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","102","118713","0.0-5.0-2.32","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1045","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27","$47","1","27","47","SURE"
"html-keyboard-response","103","118967","0.0-5.0-3.32","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offerFB","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$27<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27","$47","1","27","47",""
"html-keyboard-response","104","119470","0.0-5.0-1.33","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","105","120780","0.0-5.0-2.33","63dafeda84d9a5e684adb6be","bdp_rd","Sat Mar 25 2023 20:41:18 GMT-0400 (Eastern Daylight Time)","177440","","","","offer","","","1308","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$6<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$15<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$6","$15","0","6","15","SURE"
