"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","104","142317","0.0-5.0-1.49","","845","","","img/green_ll/choose11.jpg","1","176","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","105","142962","0.0-5.0-2.49","","","","","","","176","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":54},{""stimulus"":""img/green_wl/2.jpg"",""time"":108},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":216},{""stimulus"":""img/green_wl/5.jpg"",""time"":271},{""stimulus"":""img/green_wl/6.jpg"",""time"":325},{""stimulus"":""img/green_wl/7.jpg"",""time"":377},{""stimulus"":""img/green_wl/8.jpg"",""time"":427},{""stimulus"":""img/green_wl/9.jpg"",""time"":482},{""stimulus"":""img/green_wl/10.jpg"",""time"":536},{""stimulus"":""img/green_wl/11.jpg"",""time"":589}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","106","143537","0.0-5.0-1.50","","573","","","img/green_wl/choose11.jpg","1","175","green","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","107","144178","0.0-5.0-2.50","","","","","","","175","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":57},{""stimulus"":""img/green_ll/2.jpg"",""time"":111},{""stimulus"":""img/green_ll/3.jpg"",""time"":165},{""stimulus"":""img/green_ll/4.jpg"",""time"":219},{""stimulus"":""img/green_ll/5.jpg"",""time"":273},{""stimulus"":""img/green_ll/6.jpg"",""time"":323},{""stimulus"":""img/green_ll/7.jpg"",""time"":379},{""stimulus"":""img/green_ll/8.jpg"",""time"":429},{""stimulus"":""img/green_ll/9.jpg"",""time"":484},{""stimulus"":""img/green_ll/10.jpg"",""time"":537},{""stimulus"":""img/green_ll/11.jpg"",""time"":590}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","108","144661","0.0-5.0-1.51","","481","","","img/green_ll/choose11.jpg","1","174","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","109","145296","0.0-5.0-2.51","","","","","","","174","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":57},{""stimulus"":""img/green_wl/2.jpg"",""time"":108},{""stimulus"":""img/green_wl/3.jpg"",""time"":160},{""stimulus"":""img/green_wl/4.jpg"",""time"":215},{""stimulus"":""img/green_wl/5.jpg"",""time"":267},{""stimulus"":""img/green_wl/6.jpg"",""time"":317},{""stimulus"":""img/green_wl/7.jpg"",""time"":369},{""stimulus"":""img/green_wl/8.jpg"",""time"":422},{""stimulus"":""img/green_wl/9.jpg"",""time"":477},{""stimulus"":""img/green_wl/10.jpg"",""time"":529},{""stimulus"":""img/green_wl/11.jpg"",""time"":582}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","110","145728","0.0-5.0-1.52","","427","","","img/green_wl/choose11.jpg","1","173","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","111","146374","0.0-5.0-2.52","","","","","","","173","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":56},{""stimulus"":""img/green_wl/2.jpg"",""time"":107},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":216},{""stimulus"":""img/green_wl/5.jpg"",""time"":269},{""stimulus"":""img/green_wl/6.jpg"",""time"":324},{""stimulus"":""img/green_wl/7.jpg"",""time"":379},{""stimulus"":""img/green_wl/8.jpg"",""time"":433},{""stimulus"":""img/green_wl/9.jpg"",""time"":488},{""stimulus"":""img/green_wl/10.jpg"",""time"":541},{""stimulus"":""img/green_wl/11.jpg"",""time"":592}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","112","147407","0.0-5.0-1.53","","1031","","","img/green_wl/choose11.jpg","2","172","red","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","113","148057","0.0-5.0-2.53","","","","","","","172","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":55},{""stimulus"":""img/red_wl/2.jpg"",""time"":110},{""stimulus"":""img/red_wl/3.jpg"",""time"":165},{""stimulus"":""img/red_wl/4.jpg"",""time"":220},{""stimulus"":""img/red_wl/5.jpg"",""time"":273},{""stimulus"":""img/red_wl/6.jpg"",""time"":327},{""stimulus"":""img/red_wl/7.jpg"",""time"":380},{""stimulus"":""img/red_wl/8.jpg"",""time"":435},{""stimulus"":""img/red_wl/9.jpg"",""time"":485},{""stimulus"":""img/red_wl/10.jpg"",""time"":541},{""stimulus"":""img/red_wl/11.jpg"",""time"":595}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","114","148594","0.0-5.0-1.54","","535","","","img/red_wl/choose11.jpg","1","171","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","115","149233","0.0-5.0-2.54","","","","","","","171","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":56},{""stimulus"":""img/green_wl/2.jpg"",""time"":109},{""stimulus"":""img/green_wl/3.jpg"",""time"":163},{""stimulus"":""img/green_wl/4.jpg"",""time"":214},{""stimulus"":""img/green_wl/5.jpg"",""time"":268},{""stimulus"":""img/green_wl/6.jpg"",""time"":322},{""stimulus"":""img/green_wl/7.jpg"",""time"":374},{""stimulus"":""img/green_wl/8.jpg"",""time"":426},{""stimulus"":""img/green_wl/9.jpg"",""time"":479},{""stimulus"":""img/green_wl/10.jpg"",""time"":532},{""stimulus"":""img/green_wl/11.jpg"",""time"":587}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","116","150394","0.0-5.0-1.55","","1160","","","img/green_wl/choose11.jpg","2","170","red","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","117","151048","0.0-5.0-2.55","","","","","","","170","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":54},{""stimulus"":""img/red_wl/2.jpg"",""time"":109},{""stimulus"":""img/red_wl/3.jpg"",""time"":164},{""stimulus"":""img/red_wl/4.jpg"",""time"":219},{""stimulus"":""img/red_wl/5.jpg"",""time"":275},{""stimulus"":""img/red_wl/6.jpg"",""time"":329},{""stimulus"":""img/red_wl/7.jpg"",""time"":383},{""stimulus"":""img/red_wl/8.jpg"",""time"":438},{""stimulus"":""img/red_wl/9.jpg"",""time"":494},{""stimulus"":""img/red_wl/10.jpg"",""time"":546},{""stimulus"":""img/red_wl/11.jpg"",""time"":599}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","118","151557","0.0-5.0-1.56","","507","","","img/red_wl/choose11.jpg","1","169","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","119","152201","0.0-5.0-2.56","","","","","","","169","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":56},{""stimulus"":""img/green_wl/2.jpg"",""time"":110},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":216},{""stimulus"":""img/green_wl/5.jpg"",""time"":272},{""stimulus"":""img/green_wl/6.jpg"",""time"":323},{""stimulus"":""img/green_wl/7.jpg"",""time"":376},{""stimulus"":""img/green_wl/8.jpg"",""time"":432},{""stimulus"":""img/green_wl/9.jpg"",""time"":485},{""stimulus"":""img/green_wl/10.jpg"",""time"":537},{""stimulus"":""img/green_wl/11.jpg"",""time"":591}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","120","152716","0.0-5.0-1.57","","513","","","img/green_wl/choose11.jpg","2","168","red","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","121","153355","0.0-5.0-2.57","","","","","","","168","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":56},{""stimulus"":""img/red_ww/2.jpg"",""time"":111},{""stimulus"":""img/red_ww/3.jpg"",""time"":163},{""stimulus"":""img/red_ww/4.jpg"",""time"":214},{""stimulus"":""img/red_ww/5.jpg"",""time"":266},{""stimulus"":""img/red_ww/6.jpg"",""time"":317},{""stimulus"":""img/red_ww/7.jpg"",""time"":370},{""stimulus"":""img/red_ww/8.jpg"",""time"":426},{""stimulus"":""img/red_ww/9.jpg"",""time"":480},{""stimulus"":""img/red_ww/10.jpg"",""time"":534},{""stimulus"":""img/red_ww/11.jpg"",""time"":586}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","122","154159","0.0-5.0-1.58","","801","","","img/red_ww/choose11.jpg","1","167","green","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","123","154814","0.0-5.0-2.58","","","","","","","167","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":54},{""stimulus"":""img/green_lw/2.jpg"",""time"":110},{""stimulus"":""img/green_lw/3.jpg"",""time"":163},{""stimulus"":""img/green_lw/4.jpg"",""time"":216},{""stimulus"":""img/green_lw/5.jpg"",""time"":272},{""stimulus"":""img/green_lw/6.jpg"",""time"":327},{""stimulus"":""img/green_lw/7.jpg"",""time"":381},{""stimulus"":""img/green_lw/8.jpg"",""time"":437},{""stimulus"":""img/green_lw/9.jpg"",""time"":492},{""stimulus"":""img/green_lw/10.jpg"",""time"":545},{""stimulus"":""img/green_lw/11.jpg"",""time"":600}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","124","155383","0.0-5.0-1.59","","566","","","img/green_lw/choose11.jpg","2","166","red","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","125","156038","0.0-5.0-2.59","","","","","","","166","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":111},{""stimulus"":""img/red_lw/3.jpg"",""time"":165},{""stimulus"":""img/red_lw/4.jpg"",""time"":220},{""stimulus"":""img/red_lw/5.jpg"",""time"":275},{""stimulus"":""img/red_lw/6.jpg"",""time"":329},{""stimulus"":""img/red_lw/7.jpg"",""time"":383},{""stimulus"":""img/red_lw/8.jpg"",""time"":437},{""stimulus"":""img/red_lw/9.jpg"",""time"":493},{""stimulus"":""img/red_lw/10.jpg"",""time"":546},{""stimulus"":""img/red_lw/11.jpg"",""time"":601}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","126","156445","0.0-5.0-1.60","","404","","","img/red_lw/choose11.jpg","2","165","red","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","127","157092","0.0-5.0-2.60","","","","","","","165","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":55},{""stimulus"":""img/red_ll/2.jpg"",""time"":106},{""stimulus"":""img/red_ll/3.jpg"",""time"":160},{""stimulus"":""img/red_ll/4.jpg"",""time"":214},{""stimulus"":""img/red_ll/5.jpg"",""time"":268},{""stimulus"":""img/red_ll/6.jpg"",""time"":321},{""stimulus"":""img/red_ll/7.jpg"",""time"":375},{""stimulus"":""img/red_ll/8.jpg"",""time"":429},{""stimulus"":""img/red_ll/9.jpg"",""time"":484},{""stimulus"":""img/red_ll/10.jpg"",""time"":540},{""stimulus"":""img/red_ll/11.jpg"",""time"":592}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","128","157398","0.0-5.0-1.61","","305","","","img/red_ll/choose11.jpg","2","164","red","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","129","158045","0.0-5.0-2.61","","","","","","","164","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":57},{""stimulus"":""img/red_lw/2.jpg"",""time"":112},{""stimulus"":""img/red_lw/3.jpg"",""time"":166},{""stimulus"":""img/red_lw/4.jpg"",""time"":218},{""stimulus"":""img/red_lw/5.jpg"",""time"":271},{""stimulus"":""img/red_lw/6.jpg"",""time"":323},{""stimulus"":""img/red_lw/7.jpg"",""time"":377},{""stimulus"":""img/red_lw/8.jpg"",""time"":428},{""stimulus"":""img/red_lw/9.jpg"",""time"":482},{""stimulus"":""img/red_lw/10.jpg"",""time"":537},{""stimulus"":""img/red_lw/11.jpg"",""time"":592}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","130","159089","0.0-5.0-1.62","","1043","","","img/red_lw/choose11.jpg","1","163","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","131","159727","0.0-5.0-2.62","","","","","","","163","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":55},{""stimulus"":""img/green_ww/2.jpg"",""time"":105},{""stimulus"":""img/green_ww/3.jpg"",""time"":161},{""stimulus"":""img/green_ww/4.jpg"",""time"":212},{""stimulus"":""img/green_ww/5.jpg"",""time"":263},{""stimulus"":""img/green_ww/6.jpg"",""time"":316},{""stimulus"":""img/green_ww/7.jpg"",""time"":371},{""stimulus"":""img/green_ww/8.jpg"",""time"":423},{""stimulus"":""img/green_ww/9.jpg"",""time"":478},{""stimulus"":""img/green_ww/10.jpg"",""time"":530},{""stimulus"":""img/green_ww/11.jpg"",""time"":585}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","132","160255","0.0-5.0-1.63","","526","","","img/green_ww/choose11.jpg","1","162","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","133","160899","0.0-5.0-2.63","","","","","","","162","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":56},{""stimulus"":""img/green_ww/2.jpg"",""time"":109},{""stimulus"":""img/green_ww/3.jpg"",""time"":164},{""stimulus"":""img/green_ww/4.jpg"",""time"":219},{""stimulus"":""img/green_ww/5.jpg"",""time"":271},{""stimulus"":""img/green_ww/6.jpg"",""time"":322},{""stimulus"":""img/green_ww/7.jpg"",""time"":378},{""stimulus"":""img/green_ww/8.jpg"",""time"":428},{""stimulus"":""img/green_ww/9.jpg"",""time"":483},{""stimulus"":""img/green_ww/10.jpg"",""time"":537},{""stimulus"":""img/green_ww/11.jpg"",""time"":592}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","134","161253","0.0-5.0-1.64","","352","","","img/green_ww/choose11.jpg","1","161","green","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","135","161904","0.0-5.0-2.64","","","","","","","161","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":55},{""stimulus"":""img/green_lw/2.jpg"",""time"":106},{""stimulus"":""img/green_lw/3.jpg"",""time"":161},{""stimulus"":""img/green_lw/4.jpg"",""time"":216},{""stimulus"":""img/green_lw/5.jpg"",""time"":271},{""stimulus"":""img/green_lw/6.jpg"",""time"":327},{""stimulus"":""img/green_lw/7.jpg"",""time"":379},{""stimulus"":""img/green_lw/8.jpg"",""time"":434},{""stimulus"":""img/green_lw/9.jpg"",""time"":488},{""stimulus"":""img/green_lw/10.jpg"",""time"":542},{""stimulus"":""img/green_lw/11.jpg"",""time"":596}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","136","162143","0.0-5.0-1.65","","236","","","img/green_lw/choose11.jpg","2","160","red","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","137","162798","0.0-5.0-2.65","","","","","","","160","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":108},{""stimulus"":""img/red_ll/3.jpg"",""time"":164},{""stimulus"":""img/red_ll/4.jpg"",""time"":218},{""stimulus"":""img/red_ll/5.jpg"",""time"":273},{""stimulus"":""img/red_ll/6.jpg"",""time"":329},{""stimulus"":""img/red_ll/7.jpg"",""time"":383},{""stimulus"":""img/red_ll/8.jpg"",""time"":438},{""stimulus"":""img/red_ll/9.jpg"",""time"":494},{""stimulus"":""img/red_ll/10.jpg"",""time"":547},{""stimulus"":""img/red_ll/11.jpg"",""time"":601}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","138","162978","0.0-5.0-1.66","","178","","","img/red_ll/choose11.jpg","2","159","red","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","139","163625","0.0-5.0-2.66","","","","","","","159","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":56},{""stimulus"":""img/red_ll/2.jpg"",""time"":110},{""stimulus"":""img/red_ll/3.jpg"",""time"":164},{""stimulus"":""img/red_ll/4.jpg"",""time"":217},{""stimulus"":""img/red_ll/5.jpg"",""time"":268},{""stimulus"":""img/red_ll/6.jpg"",""time"":324},{""stimulus"":""img/red_ll/7.jpg"",""time"":377},{""stimulus"":""img/red_ll/8.jpg"",""time"":429},{""stimulus"":""img/red_ll/9.jpg"",""time"":483},{""stimulus"":""img/red_ll/10.jpg"",""time"":536},{""stimulus"":""img/red_ll/11.jpg"",""time"":591}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","140","163800","0.0-5.0-1.67","","174","","","img/red_ll/choose11.jpg","2","158","red","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","141","164443","0.0-5.0-2.67","","","","","","","158","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":55},{""stimulus"":""img/red_ll/2.jpg"",""time"":107},{""stimulus"":""img/red_ll/3.jpg"",""time"":161},{""stimulus"":""img/red_ll/4.jpg"",""time"":214},{""stimulus"":""img/red_ll/5.jpg"",""time"":267},{""stimulus"":""img/red_ll/6.jpg"",""time"":320},{""stimulus"":""img/red_ll/7.jpg"",""time"":374},{""stimulus"":""img/red_ll/8.jpg"",""time"":429},{""stimulus"":""img/red_ll/9.jpg"",""time"":480},{""stimulus"":""img/red_ll/10.jpg"",""time"":534},{""stimulus"":""img/red_ll/11.jpg"",""time"":589}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","142","164562","0.0-5.0-1.68","","117","","","img/red_ll/choose11.jpg","2","157","red","0.5","0.5","0.5","l","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","143","165214","0.0-5.0-2.68","","","","","","","157","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":56},{""stimulus"":""img/red_ll/2.jpg"",""time"":109},{""stimulus"":""img/red_ll/3.jpg"",""time"":163},{""stimulus"":""img/red_ll/4.jpg"",""time"":217},{""stimulus"":""img/red_ll/5.jpg"",""time"":270},{""stimulus"":""img/red_ll/6.jpg"",""time"":325},{""stimulus"":""img/red_ll/7.jpg"",""time"":375},{""stimulus"":""img/red_ll/8.jpg"",""time"":431},{""stimulus"":""img/red_ll/9.jpg"",""time"":487},{""stimulus"":""img/red_ll/10.jpg"",""time"":541},{""stimulus"":""img/red_ll/11.jpg"",""time"":596}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","144","165323","0.0-5.0-1.69","","107","","","img/red_ll/choose11.jpg","2","156","red","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","145","165974","0.0-5.0-2.69","","","","","","","156","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":111},{""stimulus"":""img/red_lw/3.jpg"",""time"":164},{""stimulus"":""img/red_lw/4.jpg"",""time"":220},{""stimulus"":""img/red_lw/5.jpg"",""time"":275},{""stimulus"":""img/red_lw/6.jpg"",""time"":325},{""stimulus"":""img/red_lw/7.jpg"",""time"":378},{""stimulus"":""img/red_lw/8.jpg"",""time"":433},{""stimulus"":""img/red_lw/9.jpg"",""time"":487},{""stimulus"":""img/red_lw/10.jpg"",""time"":541},{""stimulus"":""img/red_lw/11.jpg"",""time"":597}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","146","166347","0.0-5.0-1.70","","371","","","img/red_lw/choose11.jpg","1","155","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","147","166994","0.0-5.0-2.70","","","","","","","155","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":56},{""stimulus"":""img/green_ww/2.jpg"",""time"":111},{""stimulus"":""img/green_ww/3.jpg"",""time"":165},{""stimulus"":""img/green_ww/4.jpg"",""time"":221},{""stimulus"":""img/green_ww/5.jpg"",""time"":273},{""stimulus"":""img/green_ww/6.jpg"",""time"":326},{""stimulus"":""img/green_ww/7.jpg"",""time"":381},{""stimulus"":""img/green_ww/8.jpg"",""time"":435},{""stimulus"":""img/green_ww/9.jpg"",""time"":487},{""stimulus"":""img/green_ww/10.jpg"",""time"":538},{""stimulus"":""img/green_ww/11.jpg"",""time"":593}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","148","167139","0.0-5.0-1.71","","142","","","img/green_ww/choose11.jpg","1","154","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","149","167786","0.0-5.0-2.71","","","","","","","154","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":56},{""stimulus"":""img/green_ww/2.jpg"",""time"":110},{""stimulus"":""img/green_ww/3.jpg"",""time"":162},{""stimulus"":""img/green_ww/4.jpg"",""time"":215},{""stimulus"":""img/green_ww/5.jpg"",""time"":268},{""stimulus"":""img/green_ww/6.jpg"",""time"":323},{""stimulus"":""img/green_ww/7.jpg"",""time"":376},{""stimulus"":""img/green_ww/8.jpg"",""time"":430},{""stimulus"":""img/green_ww/9.jpg"",""time"":486},{""stimulus"":""img/green_ww/10.jpg"",""time"":540},{""stimulus"":""img/green_ww/11.jpg"",""time"":595}]","[]"
"","","","choice","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","image-keyboard-response","150","167978","0.0-5.0-1.72","","189","","","img/green_ww/choose11.jpg","1","153","green","0.5","0.5","0.5","w","",""
"","","","","5e654e2055e480000dcd002a","bdp_lott","Mon Mar 27 2023 15:20:11 GMT-0400 (Eastern Daylight Time)","369620","red","green","animation","151","168624","0.0-5.0-2.72","","","","","","","153","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":56},{""stimulus"":""img/green_ww/2.jpg"",""time"":107},{""stimulus"":""img/green_ww/3.jpg"",""time"":162},{""stimulus"":""img/green_ww/4.jpg"",""time"":216},{""stimulus"":""img/green_ww/5.jpg"",""time"":269},{""stimulus"":""img/green_ww/6.jpg"",""time"":324},{""stimulus"":""img/green_ww/7.jpg"",""time"":377},{""stimulus"":""img/green_ww/8.jpg"",""time"":432},{""stimulus"":""img/green_ww/9.jpg"",""time"":488},{""stimulus"":""img/green_ww/10.jpg"",""time"":539},{""stimulus"":""img/green_ww/11.jpg"",""time"":594}]","[]"
