"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","118","117691","0.0-5.0-2.56","","","","","","169","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":116},{""stimulus"":""img/red_lw/3.jpg"",""time"":163},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":411},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":504},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","119","117899","0.0-5.0-1.57","","207","","img/red_lw/choose11.jpg","1","168","green","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","120","118501","0.0-5.0-2.57","","","","","","168","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":101},{""stimulus"":""img/green_lw/3.jpg"",""time"":166},{""stimulus"":""img/green_lw/4.jpg"",""time"":212},{""stimulus"":""img/green_lw/5.jpg"",""time"":259},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":352},{""stimulus"":""img/green_lw/8.jpg"",""time"":401},{""stimulus"":""img/green_lw/9.jpg"",""time"":461},{""stimulus"":""img/green_lw/10.jpg"",""time"":507},{""stimulus"":""img/green_lw/11.jpg"",""time"":554}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","121","118806","0.0-5.0-1.58","","304","","img/green_lw/choose11.jpg","2","167","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","122","119417","0.0-5.0-2.58","","","","","","167","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":54},{""stimulus"":""img/red_lw/2.jpg"",""time"":116},{""stimulus"":""img/red_lw/3.jpg"",""time"":164},{""stimulus"":""img/red_lw/4.jpg"",""time"":210},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":352},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":503},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","123","119794","0.0-5.0-1.59","","376","","img/red_lw/choose11.jpg","2","166","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","124","120407","0.0-5.0-2.59","","","","","","166","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":55},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":162},{""stimulus"":""img/red_lw/4.jpg"",""time"":208},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":316},{""stimulus"":""img/red_lw/7.jpg"",""time"":362},{""stimulus"":""img/red_lw/8.jpg"",""time"":409},{""stimulus"":""img/red_lw/9.jpg"",""time"":455},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","125","120692","0.0-5.0-1.60","","284","","img/red_lw/choose11.jpg","2","165","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","126","121294","0.0-5.0-2.60","","","","","","165","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":155},{""stimulus"":""img/red_lw/4.jpg"",""time"":213},{""stimulus"":""img/red_lw/5.jpg"",""time"":258},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":460},{""stimulus"":""img/red_lw/10.jpg"",""time"":506},{""stimulus"":""img/red_lw/11.jpg"",""time"":550}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","127","121596","0.0-5.0-1.61","","301","","img/red_lw/choose11.jpg","2","164","red","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","128","122204","0.0-5.0-2.61","","","","","","164","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":114},{""stimulus"":""img/red_ll/3.jpg"",""time"":161},{""stimulus"":""img/red_ll/4.jpg"",""time"":207},{""stimulus"":""img/red_ll/5.jpg"",""time"":253},{""stimulus"":""img/red_ll/6.jpg"",""time"":302},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":407},{""stimulus"":""img/red_ll/9.jpg"",""time"":453},{""stimulus"":""img/red_ll/10.jpg"",""time"":516},{""stimulus"":""img/red_ll/11.jpg"",""time"":562}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","129","122496","0.0-5.0-1.62","","289","","img/red_ll/choose11.jpg","2","163","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","130","123105","0.0-5.0-2.62","","","","","","163","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":112},{""stimulus"":""img/red_lw/3.jpg"",""time"":159},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":266},{""stimulus"":""img/red_lw/6.jpg"",""time"":313},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":405},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":513},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","131","123224","0.0-5.0-1.63","","118","","img/red_lw/choose11.jpg","2","162","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","132","123826","0.0-5.0-2.63","","","","","","162","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":114},{""stimulus"":""img/red_lw/3.jpg"",""time"":152},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":254},{""stimulus"":""img/red_lw/6.jpg"",""time"":316},{""stimulus"":""img/red_lw/7.jpg"",""time"":363},{""stimulus"":""img/red_lw/8.jpg"",""time"":411},{""stimulus"":""img/red_lw/9.jpg"",""time"":456},{""stimulus"":""img/red_lw/10.jpg"",""time"":503},{""stimulus"":""img/red_lw/11.jpg"",""time"":566}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","133","124075","0.0-5.0-1.64","","248","","img/red_lw/choose11.jpg","2","161","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","134","124689","0.0-5.0-2.64","","","","","","161","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":164},{""stimulus"":""img/red_lw/4.jpg"",""time"":210},{""stimulus"":""img/red_lw/5.jpg"",""time"":257},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":504},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","135","124734","0.0-5.0-1.65","","43","","img/red_lw/choose11.jpg","2","160","red","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","136","125335","0.0-5.0-2.65","","","","","","160","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":110},{""stimulus"":""img/red_ll/3.jpg"",""time"":157},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":266},{""stimulus"":""img/red_ll/6.jpg"",""time"":313},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":515},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","137","125519","0.0-5.0-1.66","","181","","img/red_ll/choose11.jpg","2","159","red","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","138","126132","0.0-5.0-2.66","","","","","","159","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":103},{""stimulus"":""img/red_ll/3.jpg"",""time"":166},{""stimulus"":""img/red_ll/4.jpg"",""time"":212},{""stimulus"":""img/red_ll/5.jpg"",""time"":259},{""stimulus"":""img/red_ll/6.jpg"",""time"":305},{""stimulus"":""img/red_ll/7.jpg"",""time"":366},{""stimulus"":""img/red_ll/8.jpg"",""time"":412},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":505},{""stimulus"":""img/red_ll/11.jpg"",""time"":567}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","139","126187","0.0-5.0-1.67","","54","","img/red_ll/choose11.jpg","2","158","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","140","126796","0.0-5.0-2.67","","","","","","158","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":113},{""stimulus"":""img/red_lw/3.jpg"",""time"":150},{""stimulus"":""img/red_lw/4.jpg"",""time"":206},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":314},{""stimulus"":""img/red_lw/7.jpg"",""time"":360},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":453},{""stimulus"":""img/red_lw/10.jpg"",""time"":515},{""stimulus"":""img/red_lw/11.jpg"",""time"":562}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","141","127144","0.0-5.0-1.68","","345","","img/red_lw/choose11.jpg","2","157","red","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","142","127760","0.0-5.0-2.68","","","","","","157","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":257},{""stimulus"":""img/red_ll/6.jpg"",""time"":303},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":414},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":555}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","143","128092","0.0-5.0-1.69","","330","","img/red_ll/choose11.jpg","2","156","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","144","128706","0.0-5.0-2.69","","","","","","156","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":104},{""stimulus"":""img/red_lw/3.jpg"",""time"":165},{""stimulus"":""img/red_lw/4.jpg"",""time"":211},{""stimulus"":""img/red_lw/5.jpg"",""time"":258},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":366},{""stimulus"":""img/red_lw/8.jpg"",""time"":402},{""stimulus"":""img/red_lw/9.jpg"",""time"":461},{""stimulus"":""img/red_lw/10.jpg"",""time"":507},{""stimulus"":""img/red_lw/11.jpg"",""time"":554}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","145","129158","0.0-5.0-1.70","","451","","img/red_lw/choose11.jpg","2","155","red","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","146","129762","0.0-5.0-2.70","","","","","","155","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":108},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":216},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":310},{""stimulus"":""img/red_ll/7.jpg"",""time"":358},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":466},{""stimulus"":""img/red_ll/10.jpg"",""time"":512},{""stimulus"":""img/red_ll/11.jpg"",""time"":557}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","147","130067","0.0-5.0-1.71","","304","","img/red_ll/choose11.jpg","2","154","red","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","148","130669","0.0-5.0-2.71","","","","","","154","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":53},{""stimulus"":""img/red_lw/2.jpg"",""time"":114},{""stimulus"":""img/red_lw/3.jpg"",""time"":161},{""stimulus"":""img/red_lw/4.jpg"",""time"":208},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":362},{""stimulus"":""img/red_lw/8.jpg"",""time"":408},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":500},{""stimulus"":""img/red_lw/11.jpg"",""time"":565}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","149","130876","0.0-5.0-1.72","","207","","img/red_lw/choose11.jpg","1","153","green","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","150","131482","0.0-5.0-2.72","","","","","","153","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":50},{""stimulus"":""img/green_ww/2.jpg"",""time"":100},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":264},{""stimulus"":""img/green_ww/6.jpg"",""time"":301},{""stimulus"":""img/green_ww/7.jpg"",""time"":358},{""stimulus"":""img/green_ww/8.jpg"",""time"":405},{""stimulus"":""img/green_ww/9.jpg"",""time"":451},{""stimulus"":""img/green_ww/10.jpg"",""time"":514},{""stimulus"":""img/green_ww/11.jpg"",""time"":551}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","151","131731","0.0-5.0-1.73","","248","","img/green_ww/choose11.jpg","2","152","red","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","152","132332","0.0-5.0-2.73","","","","","","152","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":52},{""stimulus"":""img/red_wl/2.jpg"",""time"":109},{""stimulus"":""img/red_wl/3.jpg"",""time"":156},{""stimulus"":""img/red_wl/4.jpg"",""time"":201},{""stimulus"":""img/red_wl/5.jpg"",""time"":264},{""stimulus"":""img/red_wl/6.jpg"",""time"":309},{""stimulus"":""img/red_wl/7.jpg"",""time"":351},{""stimulus"":""img/red_wl/8.jpg"",""time"":401},{""stimulus"":""img/red_wl/9.jpg"",""time"":451},{""stimulus"":""img/red_wl/10.jpg"",""time"":511},{""stimulus"":""img/red_wl/11.jpg"",""time"":559}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","153","132859","0.0-5.0-1.74","","526","","img/red_wl/choose11.jpg","1","151","green","0.5","0.5","0.5","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","154","133467","0.0-5.0-2.74","","","","","","151","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":67},{""stimulus"":""img/green_wl/2.jpg"",""time"":113},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":253},{""stimulus"":""img/green_wl/6.jpg"",""time"":315},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":407},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":516},{""stimulus"":""img/green_wl/11.jpg"",""time"":562}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","155","133840","0.0-5.0-1.75","","372","","img/green_wl/choose11.jpg","1","150","green","0.5","0.5","0.5","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","156","134441","0.0-5.0-2.75","","","","","","150","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":62},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":264},{""stimulus"":""img/green_ll/6.jpg"",""time"":310},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":402},{""stimulus"":""img/green_ll/9.jpg"",""time"":464},{""stimulus"":""img/green_ll/10.jpg"",""time"":511},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","157","135103","0.0-5.0-1.76","","661","","img/green_ll/choose11.jpg","2","149","red","0.5","0.1","0.1","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","158","135714","0.0-5.0-2.76","","","","","","149","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":116},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":209},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":316},{""stimulus"":""img/red_ll/7.jpg"",""time"":363},{""stimulus"":""img/red_ll/8.jpg"",""time"":409},{""stimulus"":""img/red_ll/9.jpg"",""time"":456},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":564}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","159","135965","0.0-5.0-1.77","","251","","img/red_ll/choose11.jpg","2","148","red","0.5","0.1","0.1","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","160","136569","0.0-5.0-2.77","","","","","","148","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":107},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":201},{""stimulus"":""img/red_ll/5.jpg"",""time"":262},{""stimulus"":""img/red_ll/6.jpg"",""time"":308},{""stimulus"":""img/red_ll/7.jpg"",""time"":355},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":464},{""stimulus"":""img/red_ll/10.jpg"",""time"":510},{""stimulus"":""img/red_ll/11.jpg"",""time"":550}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","161","136844","0.0-5.0-1.78","","275","","img/red_ll/choose11.jpg","2","147","red","0.5","0.1","0.1","w","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","162","137459","0.0-5.0-2.78","","","","","","147","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":66},{""stimulus"":""img/red_lw/2.jpg"",""time"":100},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":208},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":400},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":501},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","163","137846","0.0-5.0-1.79","","387","","img/red_lw/choose11.jpg","2","146","red","0.5","0.1","0.1","l","",""
"","","","","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","animation","164","138457","0.0-5.0-2.79","","","","","","146","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":65},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":150},{""stimulus"":""img/red_ll/4.jpg"",""time"":205},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":300},{""stimulus"":""img/red_ll/7.jpg"",""time"":361},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":455},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":564}]","[]"
"","","","choice","63ea79021f0c43def6174042","bdp_lott","Sat Mar 25 2023 18:54:14 GMT-0500 (Central Daylight Time)","250842","green","red","","image-keyboard-response","165","138640","0.0-5.0-1.80","","183","","img/red_ll/choose11.jpg","1","145","green","0.5","0.1","0.5","l","",""
