"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","114","201401","0.0-5.0-2.54","","","","","","171","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":114},{""stimulus"":""img/green_ww/3.jpg"",""time"":161},{""stimulus"":""img/green_ww/4.jpg"",""time"":211},{""stimulus"":""img/green_ww/5.jpg"",""time"":260},{""stimulus"":""img/green_ww/6.jpg"",""time"":308},{""stimulus"":""img/green_ww/7.jpg"",""time"":357},{""stimulus"":""img/green_ww/8.jpg"",""time"":405},{""stimulus"":""img/green_ww/9.jpg"",""time"":455},{""stimulus"":""img/green_ww/10.jpg"",""time"":501},{""stimulus"":""img/green_ww/11.jpg"",""time"":552}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","115","202056","0.0-5.0-1.55","","655","","img/green_ww/choose11.jpg","1","170","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","116","202664","0.0-5.0-2.55","","","","","","170","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":63},{""stimulus"":""img/green_ww/2.jpg"",""time"":116},{""stimulus"":""img/green_ww/3.jpg"",""time"":157},{""stimulus"":""img/green_ww/4.jpg"",""time"":207},{""stimulus"":""img/green_ww/5.jpg"",""time"":260},{""stimulus"":""img/green_ww/6.jpg"",""time"":310},{""stimulus"":""img/green_ww/7.jpg"",""time"":358},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":464},{""stimulus"":""img/green_ww/10.jpg"",""time"":510},{""stimulus"":""img/green_ww/11.jpg"",""time"":561}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","117","203313","0.0-5.0-1.56","","648","","img/green_ww/choose11.jpg","1","169","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","118","203914","0.0-5.0-2.56","","","","","","169","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":56},{""stimulus"":""img/green_ww/2.jpg"",""time"":108},{""stimulus"":""img/green_ww/3.jpg"",""time"":164},{""stimulus"":""img/green_ww/4.jpg"",""time"":212},{""stimulus"":""img/green_ww/5.jpg"",""time"":261},{""stimulus"":""img/green_ww/6.jpg"",""time"":308},{""stimulus"":""img/green_ww/7.jpg"",""time"":358},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":455},{""stimulus"":""img/green_ww/10.jpg"",""time"":502},{""stimulus"":""img/green_ww/11.jpg"",""time"":553}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","119","204499","0.0-5.0-1.57","","585","","img/green_ww/choose11.jpg","1","168","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","120","205107","0.0-5.0-2.57","","","","","","168","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":57},{""stimulus"":""img/green_ww/2.jpg"",""time"":110},{""stimulus"":""img/green_ww/3.jpg"",""time"":156},{""stimulus"":""img/green_ww/4.jpg"",""time"":207},{""stimulus"":""img/green_ww/5.jpg"",""time"":253},{""stimulus"":""img/green_ww/6.jpg"",""time"":304},{""stimulus"":""img/green_ww/7.jpg"",""time"":351},{""stimulus"":""img/green_ww/8.jpg"",""time"":402},{""stimulus"":""img/green_ww/9.jpg"",""time"":464},{""stimulus"":""img/green_ww/10.jpg"",""time"":510},{""stimulus"":""img/green_ww/11.jpg"",""time"":561}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","121","205594","0.0-5.0-1.58","","487","","img/green_ww/choose11.jpg","1","167","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","122","206211","0.0-5.0-2.58","","","","","","167","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":64},{""stimulus"":""img/green_ww/2.jpg"",""time"":110},{""stimulus"":""img/green_ww/3.jpg"",""time"":161},{""stimulus"":""img/green_ww/4.jpg"",""time"":207},{""stimulus"":""img/green_ww/5.jpg"",""time"":257},{""stimulus"":""img/green_ww/6.jpg"",""time"":307},{""stimulus"":""img/green_ww/7.jpg"",""time"":353},{""stimulus"":""img/green_ww/8.jpg"",""time"":403},{""stimulus"":""img/green_ww/9.jpg"",""time"":466},{""stimulus"":""img/green_ww/10.jpg"",""time"":512},{""stimulus"":""img/green_ww/11.jpg"",""time"":564}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","123","206693","0.0-5.0-1.59","","482","","img/green_ww/choose11.jpg","1","166","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","124","207295","0.0-5.0-2.59","","","","","","166","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":53},{""stimulus"":""img/green_ww/2.jpg"",""time"":104},{""stimulus"":""img/green_ww/3.jpg"",""time"":165},{""stimulus"":""img/green_ww/4.jpg"",""time"":212},{""stimulus"":""img/green_ww/5.jpg"",""time"":263},{""stimulus"":""img/green_ww/6.jpg"",""time"":309},{""stimulus"":""img/green_ww/7.jpg"",""time"":360},{""stimulus"":""img/green_ww/8.jpg"",""time"":406},{""stimulus"":""img/green_ww/9.jpg"",""time"":457},{""stimulus"":""img/green_ww/10.jpg"",""time"":505},{""stimulus"":""img/green_ww/11.jpg"",""time"":553}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","125","207692","0.0-5.0-1.60","","397","","img/green_ww/choose11.jpg","1","165","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","126","208302","0.0-5.0-2.60","","","","","","165","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":57},{""stimulus"":""img/green_ww/2.jpg"",""time"":110},{""stimulus"":""img/green_ww/3.jpg"",""time"":157},{""stimulus"":""img/green_ww/4.jpg"",""time"":207},{""stimulus"":""img/green_ww/5.jpg"",""time"":256},{""stimulus"":""img/green_ww/6.jpg"",""time"":305},{""stimulus"":""img/green_ww/7.jpg"",""time"":353},{""stimulus"":""img/green_ww/8.jpg"",""time"":402},{""stimulus"":""img/green_ww/9.jpg"",""time"":464},{""stimulus"":""img/green_ww/10.jpg"",""time"":513},{""stimulus"":""img/green_ww/11.jpg"",""time"":562}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","127","208639","0.0-5.0-1.61","","337","","img/green_ww/choose11.jpg","1","164","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","128","209239","0.0-5.0-2.61","","","","","","164","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":56},{""stimulus"":""img/green_ww/2.jpg"",""time"":108},{""stimulus"":""img/green_ww/3.jpg"",""time"":165},{""stimulus"":""img/green_ww/4.jpg"",""time"":210},{""stimulus"":""img/green_ww/5.jpg"",""time"":261},{""stimulus"":""img/green_ww/6.jpg"",""time"":308},{""stimulus"":""img/green_ww/7.jpg"",""time"":358},{""stimulus"":""img/green_ww/8.jpg"",""time"":405},{""stimulus"":""img/green_ww/9.jpg"",""time"":455},{""stimulus"":""img/green_ww/10.jpg"",""time"":504},{""stimulus"":""img/green_ww/11.jpg"",""time"":551}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","129","209654","0.0-5.0-1.62","","414","","img/green_ww/choose11.jpg","1","163","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","130","210267","0.0-5.0-2.62","","","","","","163","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":56},{""stimulus"":""img/green_ww/2.jpg"",""time"":107},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":204},{""stimulus"":""img/green_ww/5.jpg"",""time"":252},{""stimulus"":""img/green_ww/6.jpg"",""time"":301},{""stimulus"":""img/green_ww/7.jpg"",""time"":365},{""stimulus"":""img/green_ww/8.jpg"",""time"":403},{""stimulus"":""img/green_ww/9.jpg"",""time"":454},{""stimulus"":""img/green_ww/10.jpg"",""time"":501},{""stimulus"":""img/green_ww/11.jpg"",""time"":551}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","131","210734","0.0-5.0-1.63","","466","","img/green_ww/choose11.jpg","1","162","green","0.5","0.5","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","132","211336","0.0-5.0-2.63","","","","","","162","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":64},{""stimulus"":""img/green_lw/2.jpg"",""time"":113},{""stimulus"":""img/green_lw/3.jpg"",""time"":165},{""stimulus"":""img/green_lw/4.jpg"",""time"":212},{""stimulus"":""img/green_lw/5.jpg"",""time"":263},{""stimulus"":""img/green_lw/6.jpg"",""time"":309},{""stimulus"":""img/green_lw/7.jpg"",""time"":360},{""stimulus"":""img/green_lw/8.jpg"",""time"":406},{""stimulus"":""img/green_lw/9.jpg"",""time"":457},{""stimulus"":""img/green_lw/10.jpg"",""time"":504},{""stimulus"":""img/green_lw/11.jpg"",""time"":554}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","133","212789","0.0-5.0-1.64","","1452","","img/green_lw/choose11.jpg","2","161","red","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","134","213391","0.0-5.0-2.64","","","","","","161","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":63},{""stimulus"":""img/red_lw/2.jpg"",""time"":108},{""stimulus"":""img/red_lw/3.jpg"",""time"":159},{""stimulus"":""img/red_lw/4.jpg"",""time"":214},{""stimulus"":""img/red_lw/5.jpg"",""time"":262},{""stimulus"":""img/red_lw/6.jpg"",""time"":311},{""stimulus"":""img/red_lw/7.jpg"",""time"":360},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":457},{""stimulus"":""img/red_lw/10.jpg"",""time"":504},{""stimulus"":""img/red_lw/11.jpg"",""time"":554}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","135","216991","0.0-5.0-1.65","","3599","","img/red_lw/choose11.jpg","2","160","red","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","136","217592","0.0-5.0-2.65","","","","","","160","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":57},{""stimulus"":""img/red_lw/2.jpg"",""time"":108},{""stimulus"":""img/red_lw/3.jpg"",""time"":155},{""stimulus"":""img/red_lw/4.jpg"",""time"":206},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":366},{""stimulus"":""img/red_lw/8.jpg"",""time"":414},{""stimulus"":""img/red_lw/9.jpg"",""time"":462},{""stimulus"":""img/red_lw/10.jpg"",""time"":511},{""stimulus"":""img/red_lw/11.jpg"",""time"":551}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","137","218301","0.0-5.0-1.66","","708","","img/red_lw/choose11.jpg","2","159","red","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","138","218911","0.0-5.0-2.66","","","","","","159","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":57},{""stimulus"":""img/red_lw/2.jpg"",""time"":110},{""stimulus"":""img/red_lw/3.jpg"",""time"":158},{""stimulus"":""img/red_lw/4.jpg"",""time"":208},{""stimulus"":""img/red_lw/5.jpg"",""time"":255},{""stimulus"":""img/red_lw/6.jpg"",""time"":305},{""stimulus"":""img/red_lw/7.jpg"",""time"":354},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":513},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","139","219497","0.0-5.0-1.67","","585","","img/red_lw/choose11.jpg","2","158","red","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","140","220106","0.0-5.0-2.67","","","","","","158","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":64},{""stimulus"":""img/red_lw/2.jpg"",""time"":116},{""stimulus"":""img/red_lw/3.jpg"",""time"":162},{""stimulus"":""img/red_lw/4.jpg"",""time"":213},{""stimulus"":""img/red_lw/5.jpg"",""time"":259},{""stimulus"":""img/red_lw/6.jpg"",""time"":310},{""stimulus"":""img/red_lw/7.jpg"",""time"":358},{""stimulus"":""img/red_lw/8.jpg"",""time"":407},{""stimulus"":""img/red_lw/9.jpg"",""time"":456},{""stimulus"":""img/red_lw/10.jpg"",""time"":504},{""stimulus"":""img/red_lw/11.jpg"",""time"":556}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","141","220527","0.0-5.0-1.68","","421","","img/red_lw/choose11.jpg","2","157","red","0.5","0.5","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","142","221131","0.0-5.0-2.68","","","","","","157","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":50},{""stimulus"":""img/red_ll/2.jpg"",""time"":114},{""stimulus"":""img/red_ll/3.jpg"",""time"":160},{""stimulus"":""img/red_ll/4.jpg"",""time"":211},{""stimulus"":""img/red_ll/5.jpg"",""time"":257},{""stimulus"":""img/red_ll/6.jpg"",""time"":308},{""stimulus"":""img/red_ll/7.jpg"",""time"":355},{""stimulus"":""img/red_ll/8.jpg"",""time"":405},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":503},{""stimulus"":""img/red_ll/11.jpg"",""time"":564}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","143","221840","0.0-5.0-1.69","","708","","img/red_ll/choose11.jpg","1","156","green","0.5","0.5","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","144","222453","0.0-5.0-2.69","","","","","","156","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":60},{""stimulus"":""img/green_ll/2.jpg"",""time"":112},{""stimulus"":""img/green_ll/3.jpg"",""time"":160},{""stimulus"":""img/green_ll/4.jpg"",""time"":210},{""stimulus"":""img/green_ll/5.jpg"",""time"":257},{""stimulus"":""img/green_ll/6.jpg"",""time"":307},{""stimulus"":""img/green_ll/7.jpg"",""time"":356},{""stimulus"":""img/green_ll/8.jpg"",""time"":403},{""stimulus"":""img/green_ll/9.jpg"",""time"":453},{""stimulus"":""img/green_ll/10.jpg"",""time"":515},{""stimulus"":""img/green_ll/11.jpg"",""time"":563}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","145","223191","0.0-5.0-1.70","","737","","img/green_ll/choose11.jpg","2","155","red","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","146","223799","0.0-5.0-2.70","","","","","","155","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":58},{""stimulus"":""img/red_lw/2.jpg"",""time"":109},{""stimulus"":""img/red_lw/3.jpg"",""time"":156},{""stimulus"":""img/red_lw/4.jpg"",""time"":206},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":303},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":414},{""stimulus"":""img/red_lw/9.jpg"",""time"":461},{""stimulus"":""img/red_lw/10.jpg"",""time"":512},{""stimulus"":""img/red_lw/11.jpg"",""time"":558}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","147","225382","0.0-5.0-1.71","","1582","","img/red_lw/choose11.jpg","2","154","red","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","148","225986","0.0-5.0-2.71","","","","","","154","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":59},{""stimulus"":""img/red_lw/2.jpg"",""time"":112},{""stimulus"":""img/red_lw/3.jpg"",""time"":159},{""stimulus"":""img/red_lw/4.jpg"",""time"":209},{""stimulus"":""img/red_lw/5.jpg"",""time"":257},{""stimulus"":""img/red_lw/6.jpg"",""time"":304},{""stimulus"":""img/red_lw/7.jpg"",""time"":355},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":507},{""stimulus"":""img/red_lw/11.jpg"",""time"":554}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","149","226664","0.0-5.0-1.72","","677","","img/red_lw/choose11.jpg","2","153","red","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","150","227271","0.0-5.0-2.72","","","","","","153","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":57},{""stimulus"":""img/red_lw/2.jpg"",""time"":107},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":205},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":315},{""stimulus"":""img/red_lw/7.jpg"",""time"":364},{""stimulus"":""img/red_lw/8.jpg"",""time"":412},{""stimulus"":""img/red_lw/9.jpg"",""time"":459},{""stimulus"":""img/red_lw/10.jpg"",""time"":510},{""stimulus"":""img/red_lw/11.jpg"",""time"":557}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","151","228158","0.0-5.0-1.73","","886","","img/red_lw/choose11.jpg","2","152","red","0.5","0.5","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","152","228764","0.0-5.0-2.73","","","","","","152","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":106},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":265},{""stimulus"":""img/red_ll/6.jpg"",""time"":314},{""stimulus"":""img/red_ll/7.jpg"",""time"":363},{""stimulus"":""img/red_ll/8.jpg"",""time"":411},{""stimulus"":""img/red_ll/9.jpg"",""time"":460},{""stimulus"":""img/red_ll/10.jpg"",""time"":509},{""stimulus"":""img/red_ll/11.jpg"",""time"":556}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","153","229397","0.0-5.0-1.74","","633","","img/red_ll/choose11.jpg","1","151","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","154","230000","0.0-5.0-2.74","","","","","","151","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":54},{""stimulus"":""img/green_wl/2.jpg"",""time"":116},{""stimulus"":""img/green_wl/3.jpg"",""time"":163},{""stimulus"":""img/green_wl/4.jpg"",""time"":214},{""stimulus"":""img/green_wl/5.jpg"",""time"":261},{""stimulus"":""img/green_wl/6.jpg"",""time"":311},{""stimulus"":""img/green_wl/7.jpg"",""time"":358},{""stimulus"":""img/green_wl/8.jpg"",""time"":408},{""stimulus"":""img/green_wl/9.jpg"",""time"":455},{""stimulus"":""img/green_wl/10.jpg"",""time"":506},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","155","231151","0.0-5.0-1.75","","1151","","img/green_wl/choose11.jpg","1","150","green","0.5","0.5","0.5","w","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","156","231756","0.0-5.0-2.75","","","","","","150","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":50},{""stimulus"":""img/green_wl/2.jpg"",""time"":111},{""stimulus"":""img/green_wl/3.jpg"",""time"":158},{""stimulus"":""img/green_wl/4.jpg"",""time"":208},{""stimulus"":""img/green_wl/5.jpg"",""time"":256},{""stimulus"":""img/green_wl/6.jpg"",""time"":305},{""stimulus"":""img/green_wl/7.jpg"",""time"":354},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":452},{""stimulus"":""img/green_wl/10.jpg"",""time"":505},{""stimulus"":""img/green_wl/11.jpg"",""time"":556}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","157","232370","0.0-5.0-1.76","","614","","img/green_wl/choose11.jpg","1","149","green","0.5","0.1","0.5","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","158","232978","0.0-5.0-2.76","","","","","","149","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":58},{""stimulus"":""img/green_ll/2.jpg"",""time"":108},{""stimulus"":""img/green_ll/3.jpg"",""time"":156},{""stimulus"":""img/green_ll/4.jpg"",""time"":206},{""stimulus"":""img/green_ll/5.jpg"",""time"":253},{""stimulus"":""img/green_ll/6.jpg"",""time"":303},{""stimulus"":""img/green_ll/7.jpg"",""time"":365},{""stimulus"":""img/green_ll/8.jpg"",""time"":414},{""stimulus"":""img/green_ll/9.jpg"",""time"":462},{""stimulus"":""img/green_ll/10.jpg"",""time"":511},{""stimulus"":""img/green_ll/11.jpg"",""time"":558}]","[]"
"","","","choice","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","image-keyboard-response","159","233808","0.0-5.0-1.77","","830","","img/green_ll/choose11.jpg","2","148","red","0.5","0.1","0.1","l","",""
"","","","","6276b88b3b4036b3f0ca289b","bdp_lott","Tue Mar 28 2023 17:50:05 GMT-0700 (Pacific Daylight Time)","414908","green","red","","animation","160","234416","0.0-5.0-2.77","","","","","","148","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":110},{""stimulus"":""img/red_ll/3.jpg"",""time"":158},{""stimulus"":""img/red_ll/4.jpg"",""time"":207},{""stimulus"":""img/red_ll/5.jpg"",""time"":255},{""stimulus"":""img/red_ll/6.jpg"",""time"":304},{""stimulus"":""img/red_ll/7.jpg"",""time"":353},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":464},{""stimulus"":""img/red_ll/10.jpg"",""time"":510},{""stimulus"":""img/red_ll/11.jpg"",""time"":561}]","[]"
