"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","success","stimulus","key_press","trialtype","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","54","90450","0.0-6.0-1.16","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","55","91562","0.0-6.0-2.16","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1110","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>ON</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3","SELF"
"html-keyboard-response","56","91816","0.0-6.0-3.16","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>ON</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3",""
"html-keyboard-response","57","92320","0.0-6.0-1.17","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","58","94149","0.0-6.0-2.17","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1827","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$54<br>for<br>yourself","$55<br>for<br>5","0","54","55","5","SELF"
"html-keyboard-response","59","94403","0.0-6.0-3.17","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$54<br>for<br>yourself","$55<br>for<br>5","0","54","55","5",""
"html-keyboard-response","60","94906","0.0-6.0-1.18","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","61","97102","0.0-6.0-2.18","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","2194","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5","SELF"
"html-keyboard-response","62","97355","0.0-6.0-3.18","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$47<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5",""
"html-keyboard-response","63","97857","0.0-6.0-1.19","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","64","99425","0.0-6.0-2.19","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1566","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>NA</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4","SELF"
"html-keyboard-response","65","99678","0.0-6.0-3.19","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>NA</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4",""
"html-keyboard-response","66","100180","0.0-6.0-1.20","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","67","102069","0.0-6.0-2.20","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1888","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>NN</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER"
"html-keyboard-response","68","102323","0.0-6.0-3.20","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>NN</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2",""
"html-keyboard-response","69","102824","0.0-6.0-1.21","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","70","104747","0.0-6.0-2.21","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1921","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>ON</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3","SELF"
"html-keyboard-response","71","105001","0.0-6.0-3.21","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>ON</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3",""
"html-keyboard-response","72","105503","0.0-6.0-1.22","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","73","106825","0.0-6.0-2.22","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1320","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>NN</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2","OTHER"
"html-keyboard-response","74","107078","0.0-6.0-3.22","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>NN</font></div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2",""
"html-keyboard-response","75","107582","0.0-6.0-1.23","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","76","109198","0.0-6.0-2.23","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1614","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","SELF"
"html-keyboard-response","77","109451","0.0-6.0-3.23","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
"html-keyboard-response","78","109953","0.0-6.0-1.24","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","79","112103","0.0-6.0-2.24","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","2148","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>NN</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1","OTHER"
"html-keyboard-response","80","112355","0.0-6.0-3.24","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>NN</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1",""
"html-keyboard-response","81","112857","0.0-6.0-1.25","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","82","114148","0.0-6.0-2.25","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1288","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","offer","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5","OTHER"
"html-keyboard-response","83","114400","0.0-6.0-3.25","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>NA</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","offerFB","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5",""
"html-keyboard-response","84","114902","0.0-6.0-1.26","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","FIX","","","","","","",""
"html-keyboard-response","85","116243","0.0-6.0-2.26","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","1339","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","offer","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","SELF"
"html-keyboard-response","86","116496","0.0-6.0-3.26","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>NA</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","offerFB","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5",""
"fullscreen","87","117499","0.0-7.0","63e51ddb19fccd05514c629c","bdp_sd","Tue Mar 28 2023 18:27:42 GMT-0700 (Pacific Daylight Time)","117499","","","","true","","","","","","","","","",""
"html-keyboard-response","88","118001","0.0-8.0","","","","","","null","","","","null","","","","","","","",""
