"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","50","198376","0.0-6.0-3.14","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Carmin V</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$47<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5",""
"html-keyboard-response","51","198878","0.0-6.0-1.15","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","52","199959","0.0-6.0-2.15","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1080","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Sam H</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","OTHER"
"html-keyboard-response","53","200211","0.0-6.0-3.15","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Sam H</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1",""
"html-keyboard-response","54","200713","0.0-6.0-1.16","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","55","201833","0.0-6.0-2.16","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1119","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Joshua S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4","SELF"
"html-keyboard-response","56","202086","0.0-6.0-3.16","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Joshua S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4",""
"html-keyboard-response","57","202588","0.0-6.0-1.17","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","58","203668","0.0-6.0-2.17","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1080","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Carmin V</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","SELF"
"html-keyboard-response","59","203919","0.0-6.0-3.17","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Carmin V</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5",""
"html-keyboard-response","60","204421","0.0-6.0-1.18","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","61","205972","0.0-6.0-2.18","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1550","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Cassie R</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3","OTHER"
"html-keyboard-response","62","206223","0.0-6.0-3.18","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Cassie R</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3",""
"html-keyboard-response","63","206725","0.0-6.0-1.19","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","64","207887","0.0-6.0-2.19","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1161","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Carmin V</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","SELF"
"html-keyboard-response","65","208139","0.0-6.0-3.19","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Carmin V</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5",""
"html-keyboard-response","66","208640","0.0-6.0-1.20","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","67","210010","0.0-6.0-2.20","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1370","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Cassie R</div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3","OTHER"
"html-keyboard-response","68","210261","0.0-6.0-3.20","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Cassie R</font></div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3",""
"html-keyboard-response","69","210763","0.0-6.0-1.21","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","70","212800","0.0-6.0-2.21","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","2036","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Carmin V</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5","SELF"
"html-keyboard-response","71","213052","0.0-6.0-3.21","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Carmin V</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5",""
"html-keyboard-response","72","213553","0.0-6.0-1.22","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","73","214508","0.0-6.0-2.22","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","954","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Kimmy L</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","OTHER"
"html-keyboard-response","74","214759","0.0-6.0-3.22","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Kimmy L</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2",""
"html-keyboard-response","75","215261","0.0-6.0-1.23","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","76","216382","0.0-6.0-2.23","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1120","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Joshua S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","SELF"
"html-keyboard-response","77","216633","0.0-6.0-3.23","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Joshua S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4",""
"html-keyboard-response","78","217134","0.0-6.0-1.24","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","79","218214","0.0-6.0-2.24","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1079","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Carmin V</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"html-keyboard-response","80","218466","0.0-6.0-3.24","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Carmin V</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"html-keyboard-response","81","218967","0.0-6.0-1.25","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","82","220433","0.0-6.0-2.25","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","1465","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Joshua S</div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4","SELF"
"html-keyboard-response","83","220685","0.0-6.0-3.25","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Joshua S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$19<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4",""
"html-keyboard-response","84","221186","0.0-6.0-1.26","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","85","221976","0.0-6.0-2.26","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","789","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Cassie R</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3","SELF"
"html-keyboard-response","86","222227","0.0-6.0-3.26","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$24<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Cassie R</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3",""
"","","","","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","","","fullscreenexit","87","222230","fullscreenexit","","","","","","","","","","",""
"fullscreen","87","223228","0.0-7.0","6400da061dc90debed65731b","bdp_sd","Mon Mar 27 2023 15:04:55 GMT-0400 (Eastern Daylight Time)","223228","","","","","","","","","true","","","","","","","","",""
"html-keyboard-response","88","223729","0.0-8.0","","","","","","null","","","","","","","","","null","","","","","","",""
