"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","52","479148","0.0-6.0-2.15","","2610","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Ernest E</div></div><div class='cr'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5","SELF"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","53","479402","0.0-6.0-3.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Ernest E</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$47<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","54","479906","0.0-6.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","55","488680","0.0-6.0-2.16","","8770","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Steven S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","SELF"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","56","488932","0.0-6.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Steven S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","57","489436","0.0-6.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","58","492467","0.0-6.0-2.17","","3028","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Steven S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br>for<br>yourself","$75<br>for<br>3","0","41","75","3","SELF"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","59","492721","0.0-6.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$41<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Steven S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","0","41","75","3",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","60","493225","0.0-6.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","61","494999","0.0-6.0-2.18","","1772","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Larson K</div></div><div class='cr'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4","SELF"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","62","495251","0.0-6.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Larson K</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","63","495755","0.0-6.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","64","498124","0.0-6.0-2.19","","2365","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Chris D</div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br>for<br>yourself","$80<br>for<br>2","1","33","80","2","OTHER"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","65","498377","0.0-6.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Chris D</font></div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br>for<br>yourself","$80<br>for<br>2","1","33","80","2",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","66","498880","0.0-6.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","67","501665","0.0-6.0-2.20","","2781","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Ernest E</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","SELF"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","68","501921","0.0-6.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Ernest E</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","69","502424","0.0-6.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","70","506161","0.0-6.0-2.21","","3733","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Larson K</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4","OTHER"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","71","506414","0.0-6.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Larson K</font></div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","72","506918","0.0-6.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","73","509938","0.0-6.0-2.22","","3017","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Steven S</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3","OTHER"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","74","510193","0.0-6.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Steven S</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","75","510697","0.0-6.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","76","515834","0.0-6.0-2.23","","5135","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Larson K</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","SELF"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","77","516088","0.0-6.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Larson K</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","78","516592","0.0-6.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","79","520626","0.0-6.0-2.24","","4031","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Ernest E</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5","OTHER"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","80","520880","0.0-6.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Ernest E</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","81","521383","0.0-6.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","82","522682","0.0-6.0-2.25","","1296","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Cynthia A</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1","OTHER"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","83","522936","0.0-6.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Cynthia A</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1",""
"","","","FIX","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","84","523440","0.0-6.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","85","525527","0.0-6.0-2.26","","2083","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Ernest E</div></div><div class='cr'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5","SELF"
"","","","offerFB","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","html-keyboard-response","86","525780","0.0-6.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Ernest E</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5",""
"fullscreenexit","87","525827","fullscreenexit","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","","","","","","","","","","","","","","","","",""
"","","","","","636570d91a49a6d6cbcbc854","bdp_sd","Mon Mar 27 2023 10:47:01 GMT (Coordinated Universal Time)","526784","fullscreen","87","526783","0.0-7.0","","","","true","","","","","","","","",""
"","","","","","","","","","html-keyboard-response","88","527286","0.0-8.0","","null","","","","null","","","","","","",""
