"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","50","466438","0.0-6.0-3.14","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"html-keyboard-response","51","466940","0.0-6.0-1.15","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","52","468723","0.0-6.0-2.15","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","1781","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Brandon</div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3","SELF"
"html-keyboard-response","53","468974","0.0-6.0-3.15","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Brandon</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$27<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3",""
"html-keyboard-response","54","469476","0.0-6.0-1.16","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","55","471051","0.0-6.0-2.16","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","1574","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Michael </div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","SELF"
"html-keyboard-response","56","471303","0.0-6.0-3.16","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Michael </div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
"html-keyboard-response","57","471805","0.0-6.0-1.17","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","58","472607","0.0-6.0-2.17","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","802","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","SELF"
"html-keyboard-response","59","472859","0.0-6.0-3.17","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5",""
"html-keyboard-response","60","473361","0.0-6.0-1.18","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","61","475623","0.0-6.0-2.18","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","2260","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Jacob</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4","OTHER"
"html-keyboard-response","62","475874","0.0-6.0-3.18","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Jacob</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4",""
"html-keyboard-response","63","476376","0.0-6.0-1.19","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","64","477807","0.0-6.0-2.19","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","1430","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"html-keyboard-response","65","478059","0.0-6.0-3.19","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"html-keyboard-response","66","478561","0.0-6.0-1.20","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","67","479983","0.0-6.0-2.20","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","1421","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Renatta</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","SELF"
"html-keyboard-response","68","480235","0.0-6.0-3.20","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$11<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Renatta</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2",""
"html-keyboard-response","69","480736","0.0-6.0-1.21","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","70","482375","0.0-6.0-2.21","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","1637","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Jacob</div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","SELF"
"html-keyboard-response","71","482626","0.0-6.0-3.21","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Jacob</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4",""
"html-keyboard-response","72","483129","0.0-6.0-1.22","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","73","484391","0.0-6.0-2.22","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","1261","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5","SELF"
"html-keyboard-response","74","484642","0.0-6.0-3.22","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5",""
"html-keyboard-response","75","485144","0.0-6.0-1.23","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","76","487063","0.0-6.0-2.23","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","1918","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5","SELF"
"html-keyboard-response","77","487315","0.0-6.0-3.23","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Michael </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$47<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5",""
"html-keyboard-response","78","487816","0.0-6.0-1.24","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","79","488798","0.0-6.0-2.24","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","981","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Jacob</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","SELF"
"html-keyboard-response","80","489050","0.0-6.0-3.24","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Jacob</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4",""
"html-keyboard-response","81","489551","0.0-6.0-1.25","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","82","490254","0.0-6.0-2.25","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","702","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Jacob</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","SELF"
"html-keyboard-response","83","490506","0.0-6.0-3.25","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Jacob</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4",""
"html-keyboard-response","84","491007","0.0-6.0-1.26","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","85","491898","0.0-6.0-2.26","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","890","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Michael </div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5","SELF"
"html-keyboard-response","86","492150","0.0-6.0-3.26","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Michael </div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5",""
"fullscreen","87","493151","0.0-7.0","6400d9993ddcc2436a9f2e1a","bdp_sd","Mon Mar 27 2023 13:09:11 GMT-0600 (Mountain Daylight Time)","493151","","","","","","","","true","","","","","","","","","",""
"html-keyboard-response","88","493653","0.0-8.0","","","","","","null","","","","","","","","","null","","","","","","",""
