"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","50","867069","0.0-6.0-3.14","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Madison l</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
"html-keyboard-response","51","867573","0.0-6.0-1.15","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","52","870054","0.0-6.0-2.15","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","2477","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Sarah S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","SELF"
"html-keyboard-response","53","870308","0.0-6.0-3.15","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Sarah S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4",""
"html-keyboard-response","54","870812","0.0-6.0-1.16","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","55","872887","0.0-6.0-2.16","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","2072","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Madison l</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5","SELF"
"html-keyboard-response","56","873142","0.0-6.0-3.16","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Madison l</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5",""
"html-keyboard-response","57","873645","0.0-6.0-1.17","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","58","876060","0.0-6.0-2.17","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","2411","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Kalie g</div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3","OTHER"
"html-keyboard-response","59","876315","0.0-6.0-3.17","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Kalie g</font></div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3",""
"html-keyboard-response","60","876819","0.0-6.0-1.18","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","61","879009","0.0-6.0-2.18","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","2187","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Sarah S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4","SELF"
"html-keyboard-response","62","879263","0.0-6.0-3.18","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Sarah S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4",""
"html-keyboard-response","63","879767","0.0-6.0-1.19","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","64","881596","0.0-6.0-2.19","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","1826","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Sarah S</div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4","SELF"
"html-keyboard-response","65","881851","0.0-6.0-3.19","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Sarah S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4",""
"html-keyboard-response","66","882355","0.0-6.0-1.20","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","67","884161","0.0-6.0-2.20","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","1803","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Madison l</div></div><div class='cr'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5","SELF"
"html-keyboard-response","68","884415","0.0-6.0-3.20","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Madison l</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$78<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","1","78","80","5",""
"html-keyboard-response","69","884919","0.0-6.0-1.21","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","70","886816","0.0-6.0-2.21","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","1893","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Madison l</div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5","SELF"
"html-keyboard-response","71","887070","0.0-6.0-3.21","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Madison l</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5",""
"html-keyboard-response","72","887574","0.0-6.0-1.22","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","73","889921","0.0-6.0-2.22","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","2343","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Kalie g</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3","OTHER"
"html-keyboard-response","74","890175","0.0-6.0-3.22","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Kalie g</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3",""
"html-keyboard-response","75","890679","0.0-6.0-1.23","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","76","893183","0.0-6.0-2.23","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","2502","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Sheri b</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","SELF"
"html-keyboard-response","77","893438","0.0-6.0-3.23","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Sheri b</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"html-keyboard-response","78","893942","0.0-6.0-1.24","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","79","895546","0.0-6.0-2.24","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","1601","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Kalie g</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","SELF"
"html-keyboard-response","80","895801","0.0-6.0-3.24","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Kalie g</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3",""
"html-keyboard-response","81","896305","0.0-6.0-1.25","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","82","898719","0.0-6.0-2.25","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","2410","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Kalie g</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","SELF"
"html-keyboard-response","83","898973","0.0-6.0-3.25","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Kalie g</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3",""
"html-keyboard-response","84","899477","0.0-6.0-1.26","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","85","901036","0.0-6.0-2.26","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","1556","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Madison l</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5","SELF"
"html-keyboard-response","86","901290","0.0-6.0-3.26","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Madison l</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5",""
"fullscreen","87","902294","0.0-7.0","6362aca86b740b1ec4cb6efb","bdp_sd","Mon Mar 27 2023 16:29:29 GMT-0400 (Eastern Daylight Time)","902296","","","","","","","","","true","","","","","","","","",""
"html-keyboard-response","88","902799","0.0-8.0","","","","","","null","","","","","","","","","null","","","","","","",""
