"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","numBlurs","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","52","199985","0.0-6.0-1.15","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","53","201567","0.0-6.0-2.15","","1578","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Michell s</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","54","201825","0.0-6.0-3.15","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Michell s</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","55","202331","0.0-6.0-1.16","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","56","203911","0.0-6.0-2.16","","1576","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>jessie w</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","57","204169","0.0-6.0-3.16","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>jessie w</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","58","204674","0.0-6.0-1.17","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","59","206233","0.0-6.0-2.17","","1558","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Michell s</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","60","206490","0.0-6.0-3.17","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Michell s</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","61","206996","0.0-6.0-1.18","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","62","210021","0.0-6.0-2.18","","3022","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>senia t</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4","SELF"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","63","210278","0.0-6.0-3.18","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>senia t</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","64","210785","0.0-6.0-1.19","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","65","215253","0.0-6.0-2.19","","4465","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>senia t</div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","66","215510","0.0-6.0-3.19","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>senia t</font></div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","67","216015","0.0-6.0-1.20","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","68","217039","0.0-6.0-2.20","","1021","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>ricky c</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","69","217291","0.0-6.0-3.20","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>ricky c</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","70","217798","0.0-6.0-1.21","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","71","220663","0.0-6.0-2.21","","2864","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>danny c</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","72","220920","0.0-6.0-3.21","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>danny c</font></div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","73","221429","0.0-6.0-1.22","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","74","222736","0.0-6.0-2.22","","1305","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>senia t</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","75","222992","0.0-6.0-3.22","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>senia t</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","76","223498","0.0-6.0-1.23","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","77","224250","0.0-6.0-2.23","","749","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>ricky c</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","78","224506","0.0-6.0-3.23","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>ricky c</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","79","225013","0.0-6.0-1.24","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","80","226490","0.0-6.0-2.24","","1476","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>danny c</div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","81","226746","0.0-6.0-3.24","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>danny c</font></div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","82","227250","0.0-6.0-1.25","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","83","228444","0.0-6.0-2.25","","1193","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Michell s</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","84","228700","0.0-6.0-3.25","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Michell s</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
"","","","FIX","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","85","229205","0.0-6.0-1.26","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","86","231538","0.0-6.0-2.26","","2330","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>jessie w</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","OTHER"
"","","","offerFB","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","html-keyboard-response","87","231794","0.0-6.0-3.26","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>jessie w</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2",""
"blur","88","232021","blurevent","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","","","","","","","","2","","","","","","","","","",""
"focus","88","232079","focusevent","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","","","","","","","","","","","","","","","","","",""
"fullscreenexit","88","232168","fullscreenexit","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","","","","","","","","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_sd","Mon Mar 27 2023 15:42:36 GMT-0400 (Eastern Daylight Time)","232804","fullscreen","88","232802","0.0-7.0","","","","","true","","","","","","","","",""
"","","","","","","","","html-keyboard-response","89","233311","0.0-8.0","","null","","","","","null","","","","","","",""
