"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","52","189276","0.0-6.0-1.15","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","53","192883","0.0-6.0-2.15","","3606","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Nick B</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","54","193136","0.0-6.0-3.15","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Nick B</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","55","193641","0.0-6.0-1.16","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","56","195895","0.0-6.0-2.16","","2253","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Joey B</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","57","196153","0.0-6.0-3.16","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Joey B</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","58","196655","0.0-6.0-1.17","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","59","200545","0.0-6.0-2.17","","3889","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Alma C</div></div><div class='cr'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","60","200801","0.0-6.0-3.17","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Alma C</font></div></div><div class='cr'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","61","201307","0.0-6.0-1.18","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","62","207497","0.0-6.0-2.18","","6189","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Lily B</div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br>for<br>yourself","$80<br>for<br>2","1","33","80","2","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","63","207752","0.0-6.0-3.18","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Lily B</font></div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$33<br>for<br>yourself","$80<br>for<br>2","1","33","80","2",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","64","208255","0.0-6.0-1.19","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","65","211443","0.0-6.0-2.19","","3187","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Alma C</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","SELF"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","66","211699","0.0-6.0-3.19","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Alma C</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","67","212202","0.0-6.0-1.20","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","68","213713","0.0-6.0-2.20","","1511","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Joey B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","SELF"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","69","213966","0.0-6.0-3.20","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Joey B</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","70","214472","0.0-6.0-1.21","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","71","215821","0.0-6.0-2.21","","1348","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Lily B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","72","216079","0.0-6.0-3.21","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Lily B</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","73","216585","0.0-6.0-1.22","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","74","219065","0.0-6.0-2.22","","2480","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Joey B</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","75","219322","0.0-6.0-3.22","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Joey B</font></div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","76","219828","0.0-6.0-1.23","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","77","233867","0.0-6.0-2.23","","14037","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Alma C</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","78","234124","0.0-6.0-3.23","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Alma C</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","79","234626","0.0-6.0-1.24","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","80","241581","0.0-6.0-2.24","","6954","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Kayla M</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","81","241837","0.0-6.0-3.24","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Kayla M</font></div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","82","242340","0.0-6.0-1.25","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","83","243595","0.0-6.0-2.25","","1255","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Kayla M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","84","243847","0.0-6.0-3.25","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Kayla M</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4",""
"","","","FIX","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","85","244350","0.0-6.0-1.26","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","86","249479","0.0-6.0-2.26","","5128","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Kayla M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4","OTHER"
"","","","offerFB","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","html-keyboard-response","87","249736","0.0-6.0-3.26","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Kayla M</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4",""
"fullscreenexit","88","249763","fullscreenexit","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","","","","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_sd","Sun Mar 26 2023 08:13:54 GMT-0500 (Central Daylight Time)","250743","fullscreen","88","250743","0.0-7.0","","","","","true","","","","","","","","",""
"","","","","","","","","html-keyboard-response","89","251249","0.0-8.0","","null","","","","","null","","","","","","",""
