"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","51","134680","0.0-6.0-1.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","52","135500","0.0-6.0-2.15","","818","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>PEDRO S</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","53","135753","0.0-6.0-3.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>PEDRO S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$14<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","54","136254","0.0-6.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","55","136990","0.0-6.0-2.16","","733","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>ALEX J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","56","137244","0.0-6.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>ALEX J</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","57","137746","0.0-6.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","58","138603","0.0-6.0-2.17","","855","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>PEDRO S</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","59","138855","0.0-6.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>PEDRO S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","60","139357","0.0-6.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","61","140133","0.0-6.0-2.18","","774","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>JULIO S </div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","62","140385","0.0-6.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>JULIO S </div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","63","140886","0.0-6.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","64","141502","0.0-6.0-2.19","","614","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>ALEX J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","65","141755","0.0-6.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>ALEX J</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","66","142257","0.0-6.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","67","143314","0.0-6.0-2.20","","1055","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>JULIO S </div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","68","143566","0.0-6.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>JULIO S </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","69","144068","0.0-6.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","70","145181","0.0-6.0-2.21","","1111","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>BEN S</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","OTHER"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","71","145433","0.0-6.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>BEN S</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","72","145935","0.0-6.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","73","147025","0.0-6.0-2.22","","1087","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>ALEX J</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","74","147277","0.0-6.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>ALEX J</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","75","147779","0.0-6.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","76","148719","0.0-6.0-2.23","","939","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>BEN S</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1","OTHER"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","77","148972","0.0-6.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>BEN S</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","78","149473","0.0-6.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","79","150485","0.0-6.0-2.24","","1010","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>ALEX J</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","80","150737","0.0-6.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>ALEX J</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","81","151238","0.0-6.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","82","152178","0.0-6.0-2.25","","938","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>JULIO S </div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","83","152432","0.0-6.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>JULIO S </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4",""
"","","","FIX","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","84","152934","0.0-6.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","85","153648","0.0-6.0-2.26","","713","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>ALEX J</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","SELF"
"","","","offerFB","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","html-keyboard-response","86","153901","0.0-6.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>ALEX J</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5",""
"fullscreenexit","87","153927","fullscreenexit","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","","","","","","","","","","","","","","","","",""
"","","","","","5f19fbbb7767270c32464eb5","bdp_sd","Sun Mar 26 2023 12:06:40 GMT-0400 (Eastern Daylight Time)","154903","fullscreen","87","154902","0.0-7.0","","","","true","","","","","","","","",""
"","","","","","","","","","html-keyboard-response","88","155405","0.0-8.0","","null","","","","null","","","","","","",""
