"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","numBlurs","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","52","76723","0.0-6.0-1.15","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","53","77402","0.0-6.0-2.15","","676","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>OL</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","54","77660","0.0-6.0-3.15","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>OL</font></div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","55","78167","0.0-6.0-1.16","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","56","78920","0.0-6.0-2.16","","751","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>MN</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","57","79177","0.0-6.0-3.16","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>MN</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","58","79681","0.0-6.0-1.17","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","59","80236","0.0-6.0-2.17","","553","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>OL</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","60","80493","0.0-6.0-3.17","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>OL</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$78<br>for<br>yourself","$80<br>for<br>5","0","78","80","5",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","61","80997","0.0-6.0-1.18","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","62","81832","0.0-6.0-2.18","","831","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>MN</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","63","82087","0.0-6.0-3.18","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>MN</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","64","82592","0.0-6.0-1.19","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","65","83428","0.0-6.0-2.19","","835","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>MD</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","66","83684","0.0-6.0-3.19","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>MD</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","67","84189","0.0-6.0-1.20","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","68","84772","0.0-6.0-2.20","","579","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>MN</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","69","85029","0.0-6.0-3.20","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>MN</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","70","85534","0.0-6.0-1.21","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","71","86114","0.0-6.0-2.21","","574","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>OL</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","72","86369","0.0-6.0-3.21","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>OL</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","73","86876","0.0-6.0-1.22","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","74","87865","0.0-6.0-2.22","","987","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>OL</div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","75","88121","0.0-6.0-3.22","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>OL</font></div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","76","88626","0.0-6.0-1.23","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","77","89369","0.0-6.0-2.23","","741","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>BR</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","78","89625","0.0-6.0-3.23","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>BR</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","79","90130","0.0-6.0-1.24","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","80","90667","0.0-6.0-2.24","","534","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>BR</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","81","90925","0.0-6.0-3.24","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>BR</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","82","91430","0.0-6.0-1.25","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","83","92207","0.0-6.0-2.25","","773","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>ML</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","84","92464","0.0-6.0-3.25","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>ML</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1",""
"","","","FIX","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","85","92971","0.0-6.0-1.26","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","86","93582","0.0-6.0-2.26","","609","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>ML</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1","OTHER"
"","","","offerFB","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","html-keyboard-response","87","93838","0.0-6.0-3.26","","null","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>ML</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1",""
"blur","88","94064","blurevent","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","","","","","","","","2","","","","","","","","","",""
"focus","88","94077","focusevent","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","","","","","","","","","","","","","","","","","",""
"fullscreenexit","88","94123","fullscreenexit","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","","","","","","","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_sd","Sun Mar 26 2023 09:29:03 GMT-0700 (Pacific Daylight Time)","94845","fullscreen","88","94844","0.0-7.0","","","","","true","","","","","","","","",""
"","","","","","","","","html-keyboard-response","89","95354","0.0-8.0","","null","","","","","null","","","","","","",""
