"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"html-keyboard-response","52","412996","0.0-6.0-2.15","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","2302","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Shu L</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","SELF"
"html-keyboard-response","53","413248","0.0-6.0-3.15","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Shu L</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$24<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3",""
"html-keyboard-response","54","413750","0.0-6.0-1.16","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","55","416947","0.0-6.0-2.16","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","3194","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","SELF"
"html-keyboard-response","56","417199","0.0-6.0-3.16","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5",""
"html-keyboard-response","57","417701","0.0-6.0-1.17","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","58","419683","0.0-6.0-2.17","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1979","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","SELF"
"html-keyboard-response","59","419936","0.0-6.0-3.17","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5",""
"html-keyboard-response","60","420438","0.0-6.0-1.18","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","61","421714","0.0-6.0-2.18","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1275","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Briana G</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","OTHER"
"html-keyboard-response","62","421966","0.0-6.0-3.18","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Briana G</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1",""
"html-keyboard-response","63","422468","0.0-6.0-1.19","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","64","424339","0.0-6.0-2.19","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1870","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Shu L</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3","OTHER"
"html-keyboard-response","65","424591","0.0-6.0-3.19","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Shu L</font></div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3",""
"html-keyboard-response","66","425093","0.0-6.0-1.20","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","67","427697","0.0-6.0-2.20","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","2603","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Shu L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3","OTHER"
"html-keyboard-response","68","427957","0.0-6.0-3.20","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Shu L</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3",""
"html-keyboard-response","69","428459","0.0-6.0-1.21","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","70","429730","0.0-6.0-2.21","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1270","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Keela V</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","OTHER"
"html-keyboard-response","71","429983","0.0-6.0-3.21","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Keela V</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"html-keyboard-response","72","430484","0.0-6.0-1.22","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","73","432020","0.0-6.0-2.22","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1534","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Shu L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br>for<br>yourself","$75<br>for<br>3","0","41","75","3","OTHER"
"html-keyboard-response","74","432273","0.0-6.0-3.22","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Shu L</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","0","41","75","3",""
"html-keyboard-response","75","432774","0.0-6.0-1.23","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","76","434498","0.0-6.0-2.23","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1722","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5","OTHER"
"html-keyboard-response","77","434750","0.0-6.0-3.23","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Celeste Y</font></div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5",""
"html-keyboard-response","78","435251","0.0-6.0-1.24","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","79","453058","0.0-6.0-2.24","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","17806","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"html-keyboard-response","80","453310","0.0-6.0-3.24","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"html-keyboard-response","81","453811","0.0-6.0-1.25","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","82","455746","0.0-6.0-2.25","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1934","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Shu L</div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3","OTHER"
"html-keyboard-response","83","455998","0.0-6.0-3.25","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Shu L</font></div></div><div class='cr'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$27<br>for<br>yourself","$50<br>for<br>3","1","27","50","3",""
"html-keyboard-response","84","456500","0.0-6.0-1.26","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","85","458402","0.0-6.0-2.26","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","1900","","","","","offer","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","SELF"
"html-keyboard-response","86","458655","0.0-6.0-3.26","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","null","","","","","offerFB","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Celeste Y</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"","","","","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","","","fullscreenexit","87","458667","fullscreenexit","","","","","","","","","","",""
"fullscreen","87","459656","0.0-7.0","60fd738c235e974993ad455c","bdp_sd","Tue Mar 28 2023 16:33:17 GMT-0500 (Central Daylight Time)","459656","","","","","","","","true","","","","","","","","","",""
"html-keyboard-response","88","460157","0.0-8.0","","","","","","null","","","","","","","","","null","","","","","","",""
