"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen","numBlurs"
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","51","500465","0.0-6.0-3.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Jesus H</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","52","500967","0.0-6.0-1.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","53","506055","0.0-6.0-2.15","","5088","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Russel B</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","SELF",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","54","506307","0.0-6.0-3.15","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Russel B</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$11<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","55","506808","0.0-6.0-1.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","56","516049","0.0-6.0-2.16","","9241","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Starla T</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","SELF",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","57","516300","0.0-6.0-3.16","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Starla T</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","58","516801","0.0-6.0-1.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","59","524297","0.0-6.0-2.17","","7496","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>John B</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","OTHER",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","60","524549","0.0-6.0-3.17","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>John B</font></div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","61","525050","0.0-6.0-1.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","62","539860","0.0-6.0-2.18","","14809","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>John B</div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","SELF",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","63","540110","0.0-6.0-3.18","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>John B</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","64","540611","0.0-6.0-1.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","65","544764","0.0-6.0-2.19","","4152","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Jesus H</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","SELF",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","66","545014","0.0-6.0-3.19","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>Jesus H</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","1","54","80","3","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","67","545515","0.0-6.0-1.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","68","549436","0.0-6.0-2.20","","3921","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Starla T</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","SELF",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","69","549688","0.0-6.0-3.20","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Starla T</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","70","550189","0.0-6.0-1.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","71","572174","0.0-6.0-2.21","","21985","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Mia T</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1","OTHER",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","72","572425","0.0-6.0-3.21","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Mia T</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","0","20","55","1","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","73","572926","0.0-6.0-1.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","74","578479","0.0-6.0-2.22","","5552","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Starla T</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","SELF",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","75","578730","0.0-6.0-3.22","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Starla T</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","76","579230","0.0-6.0-1.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","77","584464","0.0-6.0-2.23","","5233","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>John B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","OTHER",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","78","584715","0.0-6.0-3.23","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>John B</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","79","585216","0.0-6.0-1.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","80","592145","0.0-6.0-2.24","","6929","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Starla T</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","OTHER",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","81","592397","0.0-6.0-3.24","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Starla T</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","82","592897","0.0-6.0-1.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","83","600274","0.0-6.0-2.25","","7377","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Mia T</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1","OTHER",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","84","600525","0.0-6.0-3.25","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Mia T</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1","",""
"","","","FIX","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","85","601025","0.0-6.0-1.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"","","","offer","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","86","605746","0.0-6.0-2.26","","4721","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>John B</div></div><div class='cr'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4","SELF",""
"","","","offerFB","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","html-keyboard-response","87","605999","0.0-6.0-3.26","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>John B</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4","",""
"fullscreenexit","88","606196","fullscreenexit","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","","","","","","","","","","","","","","","","","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_sd","Mon Apr 03 2023 18:30:38 GMT-0600 (Mountain Daylight Time)","607000","fullscreen","88","607000","0.0-7.0","","","","true","","","","","","","","","",""
"","","","","","","","","html-keyboard-response","89","607501","0.0-8.0","","null","","","","null","","","","","","","",""
